 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.112370888	0.0974218628	0.087060334	0.098654534	0.1344358608	0.0760219766	0.126953586	0.14158241	0.1254985424
a29	0.117468015	0.15953763	0.115632672	0.1089573656	0.15457482	0.0389927418	0.1353783668	0.101118308	0.0683400534
a31	0.169434684	0.1831056888	0.163240558	0.1104968224	0.126393709	0.0422780355	0.0866585144	0.0718139859	0.0465780076
a20	0.147514084	0.145950633	0.166542559	0.137057466	0.167530383	0.04204892846	0.0868707738	0.0681271448	0.038358032
a31	0.126925656	0.154076989	0.161989548	0.12083805	0.1338507052	0.039600655	0.083625913	0.0926601094	0.0864324168
a28	0.1360927748	0.125302645	0.137335948	0.1178604904	0.221605068	0.03807794172	0.0764427692	0.089534163	0.0577481693
a3	0.1396185208	0.1097624466	0.1333733906	0.1235351088	0.1641690236	0.03255192738	0.0726811978	0.1085829276	0.1157254433
a35	0.1325643028	0.0798317008	0.0925470706	0.107080152	0.243523466	0.0420185553	0.0760825384	0.107561303	0.118790943
a31	0.1113609386	0.10245456	0.11623611	0.13162629	0.2112336386	0.0428740168	0.0726073338	0.0950033232	0.1166037708
a20	0.1050019584	0.1011787012	0.0967101088	0.1099653968	0.2955056062	0.02488461046	0.0778907666	0.102422346	0.0864404987
a31	0.0823431188	0.0849663624	0.0898208152	0.10448402	0.3100259864	0.0292193414	0.0721582684	0.0920130974	0.1349689434
a28	0.0765453476	0.0935118666	0.0870667246	0.090087151	0.325092443	0.0398347976	0.0902140832	0.0735412668	0.1241063212
a13	0.07586535008	0.0787735208	0.082597715	0.1017899698	0.330144992	0.043941789	0.081243022	0.087412558	0.1182310972
a41	0.0719561784	0.0746285832	0.0785939074	0.0973346754	0.298385552	0.0534837618	0.0905437534	0.108532792	0.126540808
a28	0.0616053242	0.070198398	0.0881217626	0.0925929726	0.2597167234	0.0505901172	0.0950438492	0.144845376	0.137285496
a31	0.0587105132	0.0732506844	0.0913242728	0.0906137442	0.2240692472	0.0500756258	0.122893946	0.1484421798	0.1406197776
a20	0.0775063632	0.100611468	0.0963112164	0.1024416744	0.1571259656	0.0853362784	0.1113057974	0.1160671406	0.1532941198
a31	0.06477691056	0.0810229146	0.0898583114	0.1043638704	0.1571113266	0.0895069042	0.124268254	0.1429692978	0.1461222148
a24	0.0834847315	0.096180536	0.1136290221	0.1078225332	0.0901958238	0.1043091266	0.1010388818	0.1316936114	0.171645779
a46	0.0660556926	0.073526658	0.0843500624	0.1057270202	0.1326822602	0.093250048	0.1081470608	0.135194385	0.2010668192
</S>	0.06585691832	0.0783770964	0.08693175306	0.0926615144	0.104195398	0.089801089	0.132667814	0.161843122	0.187665316
