 	non	ho	cosa	a	fare	</S>
a8	0.16443189	0.1661313972	0.171407144	0.2063852348	0.156803918	0.1348404268
a31	0.294081348	0.201724204	0.1221791302	0.1287471872	0.136575332	0.1166928072
a37	0.268927656	0.194080756	0.116846599	0.1653268588	0.15502266	0.099795439
a11	0.21804183	0.19568494	0.1852488412	0.163183568	0.141415668	0.0964251656
a13	0.216924553	0.1726190556	0.1401214668	0.179390416	0.1636070608	0.1273374788
a20	0.1752756176	0.157434504	0.1252001236	0.215736522	0.182031546	0.144321672
a31	0.165587111	0.127452944	0.0924950328	0.238984106	0.20153807	0.1739427124
a8	0.1307513422	0.0909510486	0.076965952	0.224330256	0.277347772	0.199653631
a31	0.173419994	0.176993428	0.1503493222	0.181411962	0.142710781	0.1751145148
a46	0.16849688072	0.1547050606	0.1291402212	0.1160236552	0.15405644	0.277577728
a8	0.1273675894	0.1332361876	0.1238593154	0.1671711786	0.203921556	0.244444164
</S>	0.11043628616	0.1297874436	0.1293437856	0.163214583	0.204650182	0.262567727
