 	hai	già	mangiato	</S>
a31	0.0737579699695	0.602672257187	0.3100250864	0.0135446935319
a37	0.0683585025876	0.46706027356	0.443720125984	0.0208611084942
a31	0.192489714464	0.363996563892	0.3945148986	0.0489988044266
a46	0.0385887224383	0.35963578806	0.5980006352	0.00377486238025
a31	0.191612130706	0.194763663061	0.389806495	0.223817713487
a39	0.0548559382037	0.335799443544	0.6030763544	0.00626824043934
a20	0.0669780315385	0.245780216987	0.576409514	0.110832261944
a31	0.0626184814834	0.146989212423	0.688942338	0.10144999556
a46	0.0387380528463	0.289240607265	0.357203589	0.31481775628
a31	0.0930760987189	0.154546598637	0.494919272	0.2574580194
a18	0.0212467335001	0.36699075588	0.1982273396	0.41353517488
a24	0.119487994222	0.219466294312	0.2932753094	0.3677704142
a46	0.260088742152	0.0852481093538	0.334079091428	0.320584034944
</S>	0.185001581299	0.177986175537	0.257410627906	0.37960162764
