 	non	ci	dimentichiamo	mai	</S>
a31	0.0719647477895	0.355281550394	0.4094978998	0.158348623783	0.00490716197664
a20	0.00607991902059	0.229535657899	0.587991880162	0.175321138874	0.00107143281593
a31	0.161234420413	0.286067474648	0.355714719336	0.18055179863	0.0164315981277
a11	0.024182461979	0.431381061676	0.41371330274	0.13060941101	0.000113765961222
a20	0.50209918997	0.122652953815	0.194827990962	0.162212425638	0.0182074693758
a31	0.281732088774	0.115449555182	0.365865279302	0.212468560255	0.0244845465932
a11	0.0556228056308	0.245304669066	0.520850871257	0.150687256544	0.0275343879669
a31	0.0780339466408	0.26321691452	0.352378634702	0.26916752304	0.037202994028
a18	0.00784499169735	0.22051496245	0.536993000581	0.10714617894	0.127500867625
a42	0.0334219591817	0.263271601702	0.225909726132	0.42472410572	0.0526725959448
a31	0.0041201150461	0.207213728745	0.14547980409	0.44053569018	0.202650652884
a18	0.0116389472	0.255341577946	0.439561976	0.149572709386	0.14388480685
a31	0.019848856987	0.276151805569	0.09412820192	0.56235837748	0.047512728182
a39	0.017795009354	0.249368375404	0.3000955916	0.257002918	0.17573811678
a31	0.0511679173808	0.282295218446	0.07901011126	0.51786746	0.06965928652
a20	0.020994977568	0.137139895037	0.1554883574	0.3706138	0.31576296974
a39	0.0480591968564	0.246455323125	0.074706920306	0.489191884	0.141586663
a31	0.0322765290731	0.207818944815	0.05961479408	0.51207878	0.1882109462
a14	0.00756152145	0.0472985450413	0.03225671	0.417968274	0.494914944
a46	0.0282738416333	0.246592290729	0.0641852333	0.445652062	0.21529659172
a20	0.0318870733677	0.190659054485	0.07776321255	0.453451412	0.2462392596
a31	0.00826766041604	0.0903913331548	0.05074429133	0.5315973432	0.318999394
</S>	0.0096353575296	0.03928818288	0.018994221166	0.2884322192	0.6436500348
