 	dovevo	comprare	il	pane	</S>
a31	0.214013704487	0.035594529942	0.3487159426	0.329827707972	0.0718481175844
a46	0.0306593700179	0.166474103411	0.4070000206	0.36362963304	0.0322368704618
a31	0.260337580015	0.1039586946	0.2098679829	0.31549753253	0.110338168401
a18	0.0965175724445	0.127637115593	0.39295567885	0.3464829206	0.0364067161814
a13	0.523978139403	0.1128771167	0.03513405986	0.1030479166	0.22496278426
a0	0.45267582295	0.105168091037	0.07938256806	0.1901543031	0.172619199386
a20	0.480150532733	0.102207421598	0.0194315812624	0.065301535048	0.332908921061
a7	0.42582887736	0.142066614944	0.02822099348	0.068080202812	0.335803314554
a20	0.374257486336	0.118586474768	0.02399090578	0.1344176706	0.34874748994
a31	0.183443195752	0.07334579562	0.06425715136	0.2589293052	0.4200245638
a11	0.278233827401	0.136808390334	0.079413330668	0.10953775676	0.3960066944
a39	0.195635934442	0.06755369362	0.0609079382	0.3039643972	0.3719380558
a31	0.0580493949242	0.0861665724125	0.061877122002	0.3447092204	0.449197699
a13	0.22602321401	0.133027419599	0.0188643814621	0.16411266306	0.457972328
a17	0.145550098745	0.107539825799	0.05806335872	0.30134978326	0.38749691588
a31	0.0579747944767	0.12207104082	0.0311486537014	0.32827803044	0.46052751
a46	0.0483419603346	0.0860595375512	0.0176318927707	0.257295415988	0.590671216
a20	0.109864977272	0.14613100583	0.0549978023822	0.2857015141	0.4033047006
a31	0.0122415863361	0.177281149948	0.0165859331205	0.31334941522	0.480541934
</S>	0.0849147157888	0.0304779004797	0.0234136865881	0.248270888651	0.6129227774
