 	sto	ancora	cucinando	</S>
a20	0.347716709436	0.267687071	0.167601209288	0.216994991217
a31	0.5661992916	0.1421809944	0.184634311919	0.106985409231
a37	0.409384328278	0.1212504343	0.382235088242	0.0871301782693
a20	0.52725172485	0.0234324286	0.242418756996	0.206897130351
a31	0.385768204941	0.0574466072	0.33823612766	0.2185490568
a30	0.482328680891	0.04214128114	0.286642224152	0.188887840592
a46	0.0329793491017	0.0273784400914	0.599999555948	0.339642635834
a31	0.0569860120867	0.0319798850088	0.422099589684	0.488934506
a39	0.287130477333	0.0568863584194	0.346680491112	0.309302709266
a15	0.0227611493086	0.0203778497641	0.445109889039	0.5117511282
a20	0.124435381186	0.0797443887043	0.40264335705	0.39317688632
a22	0.00825595544601	0.0504353796004	0.380347429505	0.5609612444
a31	0.0286768232122	0.0290213243906	0.521002657136	0.421299202
a46	0.0372386610863	0.00984852831608	0.466387565848	0.486525234
</S>	0.0268308077449	0.0446299401801	0.51904858726	0.4094906833
