 	mi	si	gonfiò	il	dito	</S>
a41	0.509626013715	0.0144248712932	0.243245363145	0.1101900382	0.101854735253	0.0206589615688
a20	0.539429457099	0.03641233166	0.0171057666843	0.05377158322	0.21903485806	0.13424598073
a39	0.3499622878	0.16387953354	0.195339205333	0.07084628254	0.195081498052	0.0248911836289
a31	0.294996412	0.0547625377682	0.18446888788	0.08869144934	0.31676712294	0.0603135857595
a37	0.292313402215	0.184646135196	0.0196562855813	0.22742619018	0.217797569774	0.0581604265886
a21	0.10959457572	0.316232572393	0.00231733863923	0.01449433692	0.324347995	0.233013189904
a38	0.08484608274	0.333372309255	0.0011629805841	0.00787539392	0.35108455964	0.22165864352
a18	0.0558276238601	0.226380744892	0.0156322067412	0.04379200072	0.516249708	0.14211773426
a46	0.1016544648	0.197818173801	0.00214537150948	0.01008226146	0.428109354	0.260190407434
a31	0.0599684654	0.0808873055405	0.013250857692	0.02933468046	0.723446476	0.09311222326
a20	0.1266544102	0.2673289718	0.0136510785291	0.0312011082	0.446139174994	0.11502527386
a46	0.087742795394	0.101773131292	0.0464746717174	0.090167730698	0.518650468	0.155191187008
a31	0.048675853466	0.10662780843	0.0364012015651	0.092181430988	0.584960998	0.13115271694
a8	0.0366124406	0.18196994001	0.00624086683361	0.03340510634	0.446046298	0.2957253394
a31	0.0528321778254	0.0582780578388	0.0963492181575	0.135738857396	0.565913168	0.0908884972
</S>	0.118037148392	0.08258704164	0.00532766069934	0.033849317404	0.35556044016	0.40463840806
