 	forse	sono	usciti	</S>
a23	0.529897674219	0.07000989232	0.398897709675	0.00119471870374
a31	0.258528612256	0.2807121653	0.260704410187	0.200054837899
a23	0.21872745774	0.23471474148	0.544937685607	0.0016201121238
a31	0.296850970491	0.181070807656	0.499167512043	0.0229107376969
a10	0.298232638691	0.1584793131	0.541800260621	0.00148775107746
a37	0.494228804487	0.07683626116	0.428758507741	0.000176417184416
a31	0.301738602113	0.11831241552	0.556998999004	0.0229500024422
a37	0.414930895569	0.04214046298	0.441929000688	0.100999687528
a31	0.152293300773	0.067120234533	0.52889409182	0.25169238394
a39	0.0737983211546	0.0190678673292	0.576350648602	0.330783131316
a31	0.0130647912908	0.100878857151	0.557376113648	0.32868020546
</S>	0.0052401068	0.0313326655347	0.700667930368	0.262759289316
