 	non	mi	aspetti	che	non	vengo	</S>
a31	0.0371578241205	0.254200575122	0.180698151099	0.13480886844	0.0937999908	0.192504223236	0.106830395828
a37	0.000983749277976	0.037664500969	0.360713359768	0.152121613864	0.13495006989	0.276297026801	0.0372696743304
a31	0.00753819182985	0.119694515826	0.326183700573	0.115699478854	0.11022518263	0.301097639335	0.0195613236631
a24	0.00188155504117	0.0261783745992	0.36721597127	0.219619708533	0.09461725994	0.283509768264	0.00697735050172
a46	0.0464082554299	0.143187410104	0.20769953155	0.0179937270814	0.1439891572	0.425116251431	0.0156056801378
a31	0.0719297284559	0.0870988757322	0.202551293689	0.029022426812	0.18946455555	0.3826645989	0.0372685021026
a1	0.0557634346571	0.0159149765078	0.260920129379	0.0263143161833	0.07614835446	0.456362048748	0.108576716968
a31	0.0331990597259	0.0387168719093	0.0580578253636	0.0156707134184	0.15959154678	0.64267919	0.052084789356
a20	0.00789551011289	0.0180324051057	0.193840049625	0.106288021777	0.02389274076	0.4419276908	0.208123617614
a41	0.0304868772951	0.111246900173	0.0596276935144	0.0178460843942	0.04712193596	0.546789394	0.18688107838
a31	0.0099898559136	0.0640654893735	0.142328914137	0.0662944949084	0.03695156808	0.5407651	0.139604561588
</S>	0.00216053115511	0.007233669552	0.0196042299586	0.0497264753623	0.0130712800269	0.4393016066	0.468902182918
