 	io	non	ho	cosa	da	mangiare	</S>
a31	0.371398752037	0.0212209167372	0.00512266867314	0.0258743803342	0.0916848761234	0.452278207192	0.0324201756381
a37	0.253772171464	0.156088607581	0.0179097623774	0.0356878711657	0.217861116643	0.311026268103	0.00765419616536
a31	0.106332030059	0.334636245243	0.0540153241534	0.150205021466	0.0856868591818	0.252984440407	0.0161401052766
a18	0.200811632109	0.110594369022	0.0403536029253	0.188251639627	0.0724634312873	0.38397000258	0.00355536311195
a31	0.0783980264353	0.390130674614	0.063674822492	0.216179872132	0.0376574194813	0.169671924543	0.0442872452226
a11	0.528402643121	0.0584528651425	0.0216550304492	0.109932475294	0.00852529859482	0.266926157549	0.0061055658693
a37	0.277553070808	0.27146295861	0.0499759896889	0.151320529837	0.0327408230728	0.179366563952	0.0375800897409
a15	0.236181463695	0.200575841125	0.100802471325	0.0791087400463	0.101339906832	0.181017392594	0.100974158708
a39	0.306091044142	0.0918309269239	0.0676196141369	0.0414203889746	0.0768110432468	0.240254508	0.175972468372
a31	0.256467922628	0.0675998174621	0.0785819266093	0.081862451834	0.0363590252	0.2826058174	0.19652302325
a39	0.411605620137	0.0094818045272	0.00962232235307	0.024994908996	0.0273689995888	0.330296206753	0.186630147862
a20	0.206139210026	0.0757885947165	0.101944632694	0.0888653568782	0.0618185651622	0.2636264244	0.20181718982
a24	0.199747240986	0.0831801681955	0.0585147910726	0.0700445017796	0.099748978769	0.2579826824	0.23078166
a31	0.16634456932	0.08460184422	0.12451613182	0.0407982001558	0.052189651228	0.20807514606	0.3234744587
a46	0.198546350992	0.0579783760174	0.0112939658629	0.0776770890996	0.036736044766	0.2048272398	0.412940942
a31	0.069072387536	0.0505086142173	0.12211425178	0.0570177471487	0.0921319143594	0.3024998796	0.3066552114
a3	0.0646273344201	0.0710901135688	0.0172807169099	0.0585976593416	0.05555011382	0.1954392106	0.5374148474
a31	0.0170919960922	0.0344927938046	0.168105258598	0.028996147234	0.0746703071301	0.297814536	0.378828954
</S>	0.0324502434152	0.0692865989273	0.0211482939692	0.0762942196161	0.0668627241688	0.2292351468	0.504722806
