 	non	li	aspettiamo	più	</S>
a3	0.352713786946	0.0096150840732	0.620381558	0.0142497428108	0.00303982114962
a31	0.19619554162	0.01699391632	0.6185835936	0.0498455950356	0.118381362937
a35	0.0223107555341	0.017674484057	0.83175169	0.074100324124	0.0541627138725
a31	0.263134191208	0.0686271042495	0.386645746148	0.124752150106	0.156840866563
a13	0.348425949446	0.0358955056034	0.5006041142	0.109522958792	0.0055514932877
a31	0.338307190671	0.0980163524264	0.483367792222	0.0444130732046	0.0358955815232
a15	0.265905963385	0.0896458385862	0.632866823485	0.0108127906688	0.00076858190712
a31	0.215974027252	0.223082864685	0.33037816112	0.10587047244	0.12469446664
a46	0.113501978328	0.0689655540349	0.603621009	0.097153434294	0.116758056462
</S>	0.04941476809	0.117937495952	0.1853426496	0.35604234574	0.29126275308
