 	venne	scritto	</S>
a29	0.5292576693	0.319245586728	0.151496742881
a24	0.45929707034	0.322455787511	0.218247114143
a37	0.500407465068	0.294130547838	0.205462030473
a29	0.44874741492	0.341717563562	0.209535022818
a13	0.444309191386	0.31320795996	0.2424828171
a11	0.27764410232	0.37229418318	0.35006174826
a31	0.2653601794	0.393961136252	0.3406786646
a39	0.140739728208	0.37852963466	0.4807306442
a18	0.242996047152	0.2722676493	0.4847363048
a8	0.0833800021602	0.29964558972	0.616974416
</S>	0.0343547917797	0.27216049908	0.693484734
