 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.0307876115212	0.170956422885	0.0314832356804	0.0027072980326	0.180529899835	0.0004749211064	0.0019657098751	0.0464893812328	0.00742982909632	0.00528455649635	0.0784039558129	0.00766652326984	0.0720204896081	0.123327362832	0.0014385545657	0.00167212090976	0.0902033930776	0.000296807569121	0.00141234273125	0.102239463914	0.0432101085123
a17	0.005067145198	0.200432523406	0.0055508454484	0.0504635568536	0.164187383417	0.0364620119469	0.064069842656	0.180665384287	0.0225499144634	0.0362065344008	0.013280840828	0.00638110132434	0.0049900893308	0.00271675693764	0.00132676071856	0.00173366727312	0.0110896334076	0.000201958220363	0.00445943327988	0.163864030623	0.0243006104874
a31	0.07873125984	0.175203194721	0.035285202444	0.0081860816646	0.130225803605	0.0100890832168	0.0302847425608	0.0925172544429	0.0475055645186	0.0833800162345	0.0283623928746	0.0198258628455	0.0288524672248	0.00499803754186	0.0236795440533	0.0137883922634	0.030434815772	0.000209768021853	0.002575040784	0.0594290156589	0.0964365028922
a17	0.000854434772	0.186562323875	0.0146594722648	0.00113673097933	0.201143082185	0.00979509421491	0.0361627019732	0.102452861633	0.0294330251928	0.0478261526878	0.00743833558444	0.00416216777269	0.00407933436028	0.000651995339833	0.00197449535946	0.00815044128967	0.0376012199348	0.00121103598241	0.0821976602202	0.211554127189	0.0109533221398
a31	0.0229759745452	0.18680725517	0.0182578010748	0.010969020003	0.166683126827	0.00508329267848	0.0279919478519	0.0132434429089	0.0214812064008	0.0418410051649	0.00911795459892	0.00388619295856	0.0106219338074	0.00198931722648	0.0517836474998	0.0811768491779	0.0719207201813	0.000350102519572	0.055180822184	0.0652964519522	0.133341909056
a34	0.000396137825777	0.18789099933	0.0127765933619	0.000535535238541	0.199649918187	0.00270826606178	0.00115315537434	0.00263516414716	0.00166718630399	0.00321378899346	0.00227022628042	0.000838250197195	0.00184662625661	0.000971166781913	0.017871180588	0.172374219004	0.00531571003177	0.00018876987085	0.0380445272905	0.321006812762	0.0266457362691
a1	0.00447548007312	0.196188479997	0.0526724596442	0.000885956580138	0.198864075522	0.00080615845164	0.00140150479636	0.00376295490118	0.0017067655047	0.00570532698172	0.00816575486419	0.00194180147524	0.00538766821672	0.00434761404016	0.00860272262874	0.140806191436	0.00548790805067	6.39752028884e-05	0.00484293034942	0.266784174562	0.0871001182375
a35	0.0061106804164	0.191795785288	0.0118023323954	0.0113239828125	0.137746017138	0.0178707437208	0.000835664547156	0.0104537791294	0.0406968775306	0.0433267038506	0.0163182634078	0.0186551174956	0.0302380809943	0.014874189851	0.0203848928132	0.0111839464787	0.0237591901763	0.000662150798969	0.0262341159663	0.171626851568	0.194100651162
a31	0.0194497670007	0.185984525236	0.0278595167311	0.0262284961211	0.14542128791	0.0269827976628	0.00187367978899	0.00340325146785	0.0143033786961	0.0186762590104	0.0153504049397	0.0233947827759	0.023123766956	0.0254040777781	0.01798281768	0.0075225345926	0.0250916024035	0.00128094169375	0.023278877038	0.199043729559	0.168343484984
a20	0.00113828694271	0.167541654503	0.00236550312788	0.00677039927886	0.220132904673	0.00230363596695	0.00812667827889	0.0178507591158	0.0391119091688	0.0498503845508	0.0407892884979	0.0164874825727	0.0383918131621	0.0100749832811	0.0052594025766	0.0118883815432	0.0202942680204	0.0068541753847	0.0170763552624	0.287740589264	0.029951098143
a17	0.00714063416044	0.19345964972	0.00564688711582	0.0173831980686	0.0117616477976	0.140436585676	0.013879034074	0.0271963168478	0.0389351684342	0.0738473329862	0.0398403471669	0.029838752634	0.0418825805741	0.021733394166	0.025233067032	0.0141744114	0.0397645398252	0.000947900546008	0.0193985973405	0.0671904567778	0.170309464146
a20	0.0148321777007	0.1995262496	0.00957330721465	0.0255290595862	0.0377125551613	0.019003475359	0.00314038475468	0.0671328952071	0.0329892950042	0.0655707211599	0.0195953985293	0.0226740609035	0.0290281006238	0.020346809338	0.01410750114	0.01140333533	0.0295877756876	0.00158878282884	0.0274291831603	0.162875801171	0.186353161315
a8	0.02270660944	0.21370479268	0.04119977902	0.075808898783	0.0504643015844	0.00556132514886	0.00331956243134	0.0107012244141	0.0220226530657	0.0315874300435	0.0132808892073	0.01244717558	0.0181364374455	0.01895525503	0.01420307556	0.02431583025	0.0411262917794	0.0015347674341	0.0155532366019	0.168555948363	0.194814536559
a31	0.0102427007216	0.21603837	0.033656012124	0.0334252543517	0.083486282878	0.00328845203252	0.00230103067737	0.010059455443	0.0241669709246	0.0320568963591	0.0147346558792	0.0167866331524	0.0203002397493	0.0216446545	0.00891862282	0.02679851373	0.0270341407263	0.00255152263127	0.0267223645606	0.13548499702	0.250302241902
a24	0.000604654038519	0.255552185147	0.0358911200354	0.0326000801189	0.0762286707588	0.00244291328511	0.00842645527287	0.0246906335848	0.0390192279976	0.048326173127	0.0395571125974	0.0230340643143	0.0414333137265	0.012961269066	0.001407614132	0.0097165760298	0.0111430865548	0.00529349562691	0.00230439250126	0.255656126891	0.07371085985
a31	0.0188357322804	0.14384196544	0.0368747309224	0.0653263448028	0.0920909016194	0.00585276950702	0.0021913003269	0.0199705785428	0.0475174369418	0.0459107283769	0.0383942075688	0.0179629922238	0.0494921225642	0.029394187108	0.026007998466	0.008889392013	0.0345098723194	0.00188761373722	0.00662983221726	0.143582454582	0.164836856247
a13	0.0013862191656	0.176084577297	0.0200819247947	0.026353102236	0.164989735289	0.00271671589485	0.00408206034038	0.00920544761171	0.0480942261285	0.0508056616089	0.0377254297094	0.0154262033772	0.0492137900998	0.034725241283	0.009662360114	0.005745038234	0.0172503455245	0.00453442244543	0.00376163486847	0.27328138083	0.0448744830606
