 	ho	scritto	una	lettera	al	mio	fratello	</S>
a46	0.16250241166	0.208975093545	0.0100901773922	0.0428048104442	0.164470043055	0.09457735534	0.2533167462	0.0632633717143
a31	0.131088350986	0.069034758006	0.07987294984	0.173015472155	0.10729154177	0.147663034	0.18113906528	0.1108948458
a13	0.00977364690662	0.186258987275	0.200386665017	0.00943752093777	0.065913857561	0.3030855107	0.093976743458	0.131167049846
a20	0.204862363749	0.013562603558	0.207166095588	0.0117598317787	0.0455485345459	0.0878233045065	0.177025875939	0.252251338299
a15	0.17972951967	0.009028660564	0.202814557043	0.0202207732504	0.17346367614	0.064187849868	0.0850943766	0.265460588382
a20	0.079717546544	0.0117753512292	0.205787936077	0.0366040117059	0.0971182253685	0.032070683352	0.25640076909	0.280525453385
a31	0.15103411956	0.0163814120092	0.20736056462	0.0490275122803	0.0547793452752	0.0195341922	0.20687636806	0.295006482996
a39	0.193262269658	0.0169710605616	0.199946990362	0.0529292385977	0.0872461958219	0.08026143508	0.217909896786	0.151472919355
a31	0.05999586067	0.0634149520954	0.117553958342	0.0228495230754	0.0363860438	0.06128925888	0.4322206884	0.20628968536
a20	0.0222710108022	0.0453607542984	0.172391667518	0.0366567551591	0.1272810591	0.179124365453	0.16901744106	0.247896967
a31	0.0438502822994	0.0994624102448	0.0421520692452	0.059331428715	0.028510433734	0.08348335344	0.373723091	0.26948690566
a7	0.00474094357299	0.0835322540978	0.12753776978	0.144362763216	0.125547851239	0.152259322353	0.115840816999	0.246178253615
a46	0.0738408720377	0.101140781994	0.0438646980067	0.100600445799	0.075185583522	0.0681206089	0.2229105392	0.314336452512
a39	0.0129716993967	0.189039503925	0.020345394858	0.171922690964	0.111944019128	0.03322085432	0.1379917764	0.32256409414
a31	0.0052729563122	0.108921167781	0.11037764903	0.158012305547	0.0835657520327	0.0241400474104	0.1595107179	0.350199425538
a46	0.00131319157704	0.168363646571	0.033913285785	0.205460092814	0.118222968569	0.0870371938711	0.083209636296	0.302479971956
a0	0.0482374338342	0.100303789792	0.0368685815408	0.211532246319	0.0730003138324	0.0383541292	0.149562497	0.34214098928
a27	0.00306347967253	0.19384238109	0.0106391705312	0.252789238332	0.096281731245	0.0142650478872	0.0604530976	0.36866582378
a20	0.0598346551581	0.142705517014	0.0173325471621	0.134401787703	0.052769697328	0.03194234548	0.18330717568	0.37770626372
a0	0.0203755479111	0.168442232453	0.00626854700826	0.220902056195	0.083916974828	0.02179808484	0.0946994702	0.3835971084
a14	0.0240079104337	0.175549594273	0.0140019927863	0.160302450368	0.062312902408	0.02750676423	0.154831306	0.38148709466
a0	0.0337353632148	0.166534127379	0.0068779173082	0.13857384824	0.066245900484	0.0294797846844	0.16536270234	0.39319036152
a46	0.0547060396411	0.13147823766	0.0116212544983	0.135709474245	0.064262699262	0.02750597262	0.1784858074	0.39623054314
a20	0.00813657729115	0.172062750468	0.0209836457539	0.123174714268	0.054733881402	0.03564827664	0.1865097832	0.39875037176
</S>	0.0120398336268	0.171085899255	0.00926014469428	0.106347670549	0.050360608254	0.03450242712	0.2024777504	0.4139256686
