 	non	sono	ancora	vestita	</S>
a31	0.0734067778275	0.14012420456	0.4714627876	0.305497467733	0.00950873007883
a23	0.0329604784416	0.01788063483	0.436109382	0.458484231058	0.0545652859639
a31	0.188930187162	0.04774749752	0.32223948612	0.359599036431	0.0814837853741
a7	0.160846800518	0.0479162454667	0.52188944	0.260498323478	0.00884922434221
a31	0.23534854573	0.10585758704	0.421058056366	0.217398152706	0.0203376357472
a13	0.312289362331	0.00729052069602	0.3372680804	0.338662441608	0.00448959616563
a31	0.25769221014	0.102589446749	0.350056176592	0.24651843964	0.0431437037512
a37	0.216739124403	0.0144104269414	0.32739470464	0.4232133092	0.0182424463414
a18	0.143056685198	0.165786169515	0.0751736626	0.4237247016	0.19225875174
a31	0.0194873821279	0.115132637976	0.13175636739	0.50812582	0.225497774
a46	0.00573619515952	0.126845963801	0.068264913767	0.3721060581	0.42704685848
a8	0.0700115208906	0.160767632168	0.085807685119	0.294853427	0.38855973002
</S>	0.0563963888165	0.156718679456	0.0530302930372	0.3407038338	0.39315081288
