 	l	ho	sentito	che	veniva	</S>
a41	0.00047343757646	0.0095731547313	0.313211946378	0.113890488	0.536642248302	0.0262087255389
a31	0.00662643112894	0.0153443173923	0.23537781616	0.19066562612	0.491059168752	0.0609266608757
a24	3.70702807224e-05	0.000989998013242	0.245475744985	0.498865556119	0.227381911208	0.0272497320366
a15	0.0114434891754	0.0117922441973	0.422392008836	0.134042125512	0.365530408254	0.0547997167
a28	0.00660559571841	0.00957248155561	0.393798974272	0.09728761322	0.385143163953	0.107592172637
a0	0.0625715902764	0.0221073100612	0.295808644549	0.1456855186	0.294624605438	0.179202337546
a31	0.175805037014	0.0362556503782	0.131043164131	0.09133699296	0.338917773366	0.22664140384
a11	0.0412175511725	0.0130361426662	0.164015566882	0.129430502982	0.5237876374	0.1285126356
a31	0.112819589609	0.196659529165	0.050116008894	0.13536084717	0.25635328514	0.2486907484
a39	0.0147552278684	0.0167063118901	0.0461010635741	0.0834607951404	0.4950569442	0.34391963664
a20	0.18396611452	0.199017988288	0.00335354297612	0.0390162610708	0.17611065782	0.3985354933
</S>	0.096133036287	0.206974647064	0.00753186796903	0.0407604275086	0.1998206396	0.44877938368
