 	la	casa	la	costruirono	i	muratori	</S>
a31	0.187759146674	0.0210649350285	0.100408209157	0.25026220596	0.20771592902	0.231228654748	0.00156093670376
a17	0.090442266419	0.209206805862	0.085997162403	0.335373767504	0.238253447952	0.0363089150628	0.0044176747496
a39	0.238679565041	0.108500154986	0.03562225936	0.374578346079	0.0257603962784	0.2016711697	0.0151881116357
a3	0.209419867169	0.143430224284	0.014621014508	0.263057639169	0.02509609154	0.224942342362	0.119432838585
a35	0.206955695816	0.175566060894	0.01564684637	0.27750807798	0.013411848822	0.181254308417	0.129657134564
a31	0.213356891288	0.138634518431	0.011757747634	0.418913467416	0.017946168778	0.170599113681	0.0287921214451
a24	0.242331081071	0.131089414922	0.03449567934	0.3693902381	0.084362750468	0.136119028213	0.00221178994312
a31	0.148914370984	0.0683287200233	0.133846896707	0.300117635712	0.12627829354	0.177605615475	0.0449084536067
a39	0.0848596912911	0.0588092372926	0.248548158122	0.29282410358	0.1621513539	0.0831443869457	0.0696630642441
a31	0.023156176556	0.0210675708855	0.199108700282	0.28729479495	0.24534593767	0.192463471904	0.0315633610297
a24	0.058658819754	0.0605942133105	0.223368320564	0.2992024463	0.189377837	0.0771235644557	0.091674844494
a31	0.0360957191554	0.0454628851631	0.200803110891	0.274054730006	0.2017506006	0.202186304953	0.039646683174
a28	0.0519348223427	0.0988876682683	0.155575600798	0.22303356194	0.1968305892	0.101429707058	0.172308026694
a45	0.0369016087561	0.0453810919638	0.179594294616	0.172051386523	0.18809454686	0.242921640784	0.13505541876
a31	0.0158771224233	0.0351320981082	0.185786679484	0.0801103319732	0.26557550508	0.279680478785	0.13783779042
a20	0.0810179044855	0.138637432441	0.13654699978	0.11700632144	0.2108410056	0.088673001688	0.227277356
a31	0.0390283132508	0.0360932343793	0.152012500612	0.104686780271	0.20237254357	0.358347824742	0.10745882238
a8	0.0988274187016	0.086621527429	0.11359420331	0.076994199794	0.2267025634	0.19016368438	0.20709639588
a31	0.0514071411136	0.0821064132233	0.168823725434	0.0642190634806	0.169349134988	0.34516124046	0.11893324442
a20	0.11972528504	0.0621046687902	0.09666036651	0.065963694294	0.22018107962	0.2177399986	0.21762493034
a18	0.0612149074113	0.104279504573	0.123571832702	0.134046243232	0.12913505915	0.28654707028	0.161205441468
a31	0.0422076051526	0.104825829846	0.128064804035	0.0951655800127	0.11334929328	0.400757482	0.11562942814
a11	0.0762540383868	0.030997180236	0.10018859734	0.0670670165624	0.22406983092	0.1898757564	0.3115476356
a27	0.0529265211027	0.0898852076995	0.10369167687	0.165551089232	0.1139076227	0.269086835334	0.2049510582
a31	0.130111959822	0.0541363263875	0.097742202836	0.159141028005	0.053051441886	0.2870494366	0.218767631936
a0	0.0405497673564	0.074687053354	0.095285756856	0.0664921446192	0.16185082345	0.18012615452	0.3810083094
a31	0.0389731246812	0.121238157882	0.121001406888	0.086327807321	0.120013829206	0.30298903864	0.2094566607
a18	0.132632738566	0.0335816439466	0.081815395656	0.040364825812	0.12248640378	0.2698364432	0.3192825462
a31	0.035362009945	0.123693039781	0.10778958619	0.0976466533408	0.124945559956	0.30002067694	0.2105424634
a46	0.137062767497	0.028302251004	0.070604620456	0.0336805613208	0.12110094106	0.30420101052	0.3050478516
a14	0.0269903732903	0.169258473991	0.0896895146911	0.146838787531	0.074607398378	0.248035872	0.24457955064
a8	0.0594082644777	0.0414682078728	0.113315874449	0.103742487741	0.100716083584	0.3143165054	0.2670325305
a31	0.0310737203067	0.123884973091	0.125798621272	0.0627082230569	0.10591498122	0.2985281602	0.25209130708
</S>	0.102845597772	0.020473075306	0.067994574114	0.035408025251	0.11985123112	0.2840214804	0.3694059948
