 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
a37	0.0007209900941	0.335472664708	0.379347731076	0.01270189888	0.01258087555	0.0292963073262	0.205298784823	0.0245807821165
a31	0.0153208810652	0.259602831	0.192240149518	0.10028432606	0.182517823082	0.0565698630565	0.132441088918	0.0610230526114
a21	0.00247280279769	0.248275142875	0.206754781567	0.0474857588921	0.201618680584	0.014133854106	0.265087894219	0.0141710587848
a28	0.0132637436074	0.10206910468	0.381960417474	0.09192540464	0.162593338638	0.0396660466899	0.164702051521	0.0438198434111
a35	0.0117141996939	0.176384012449	0.25040535662	0.061895923684	0.158326627307	0.117184981541	0.189498064091	0.0345908611666
a24	0.00470337177313	0.141953706327	0.229440441996	0.039457460884	0.0824839987785	0.232756829921	0.199305989079	0.0698982085352
a46	0.00594848321602	0.17052220185	0.313601036659	0.031016929018	0.0575314007352	0.0911604641846	0.0670801428476	0.263139339548
a31	0.03943497172	0.261129941516	0.188367696074	0.016708459696	0.029748716203	0.0672889784916	0.160587122562	0.236734094237
a24	0.00918488812175	0.387714627761	0.21141942468	0.010898499074	0.0553534968939	0.0491754259589	0.17644002822	0.0998136444936
a46	0.00901089310003	0.167456563089	0.301821563125	0.0389127643352	0.0602207857458	0.0296092201	0.1096656928	0.283302494884
a20	0.02305891774	0.154369727716	0.20911757522	0.01446756938	0.0220388469128	0.04882244284	0.264743848	0.26338104762
a31	0.0188939043402	0.157393174786	0.174326067757	0.037579109488	0.0726586531332	0.09963835046	0.252034142	0.18747659366
a6	0.00351026913047	0.230572844006	0.16179611094	0.0298226573	0.058356736718	0.0437384546075	0.21682759644	0.25537534706
a20	0.025087392368	0.0898962459087	0.043396565622	0.023500626844	0.065847789638	0.102978686924	0.408219196	0.24107350418
a31	0.0144533751401	0.0796831460233	0.0514299330498	0.04587393109	0.0425589655612	0.05900086245	0.462383676	0.2446160814
a45	0.0022316808852	0.257339628381	0.094708926336	0.0543536809	0.03792510956	0.0284802552966	0.2509617626	0.273998920186
a20	0.0037132023642	0.0934572915499	0.114387343269	0.0154168632614	0.0301623660586	0.061920854932	0.471228978	0.2097131008
a31	0.0421146767537	0.0281539563472	0.0290676744195	0.0420711769736	0.0561638541738	0.081031628536	0.52131262	0.20008443314
a46	0.001357434236	0.157702072765	0.054730491951	0.0600676464658	0.01398922322	0.0251446225146	0.3538821928	0.333126311856
a31	0.0460366536776	0.0454875815717	0.0140474875773	0.0255349313878	0.0459952869356	0.120982353211	0.506951132	0.1949646078
</S>	0.0011951448002	0.0189377471961	0.139866571115	0.0623649334658	0.01106019582	0.023923554152	0.41551407508	0.3271377323
