 	che	impara	una	cosa	che	studia	una	cosa	</S>
a31	0.192081971721	0.0206825068035	0.0688650697113	0.00664840428991	0.0334699852448	0.452848161359	0.161663615033	0.0619047358969	0.00183554794604
a24	0.203739184182	0.254498238586	0.103828132698	0.041571417262	0.0913060037385	0.262886252835	0.0157328140362	0.0203087860208	0.00612919561058
a31	0.235142910423	0.142870034136	0.172845579388	0.0637644198568	0.149835480575	0.106488773132	0.016256535617	0.0401580667626	0.0726382480229
a20	0.198051449633	0.108220143563	0.125146955039	0.0405947350209	0.195200504497	0.231347062147	0.0206405948569	0.0720172960232	0.00878123271144
a0	0.307310554517	0.043932647146	0.0812860212284	0.145892092811	0.211134344791	0.008162209131	0.00289320666909	0.0458414282342	0.153547504422
a31	0.256058488928	0.133378645788	0.0291025384451	0.127073210572	0.207493172878	0.028802264048	0.0226497928248	0.0539936157271	0.141448302435
a20	0.211767823449	0.179752017175	0.0164520350608	0.0039988558212	0.0108540335888	0.536013454223	0.0254267547422	0.00932229540817	0.00641273690329
a11	0.101926507449	0.070017708848	0.043947992576	0.102998336635	0.091997021715	0.29384217864	0.084953194656	0.05777884394	0.152538260694
a20	0.194804198774	0.073396129796	0.0593991340833	0.0474532282609	0.01493325207	0.1387688348	0.156343655092	0.08124575852	0.23365578707
a39	0.125244026733	0.156541088234	0.0650874137841	0.0181494122974	0.015029791434	0.1030254105	0.09740394184	0.1129041904	0.30661472495
a10	0.137350388888	0.111798568936	0.0854417503041	0.0429369712631	0.0175891061887	0.07794434794	0.07913990268	0.10535556524	0.342443394173
a31	0.194707168606	0.20554122216	0.0412989279756	0.0171514446993	0.0190786450374	0.02801315774	0.05404682628	0.1369241531	0.303238414701
a20	0.09777730253	0.156358129465	0.132063366872	0.0395193943047	0.0257910528077	0.30576545	0.014399057494	0.0430263213	0.185299861424
a31	0.173476540341	0.219924914049	0.0383266475039	0.0276186022064	0.0127420773272	0.052130730112	0.054207832166	0.2471254438	0.17444718724
a11	0.0672070450588	0.104343562	0.111263187151	0.0211119822159	0.0699382761944	0.25848509016	0.01529875508	0.06545290326	0.286899238686
a20	0.0685443647634	0.265990236567	0.0222665593919	0.0362771100149	0.0136234282305	0.138905053928	0.02866078676	0.2177929468	0.207939511524
a39	0.0499007067187	0.237167703159	0.0216820527387	0.0529469218046	0.0238301646543	0.163379207492	0.010009756374	0.21540781574	0.22567568986
a20	0.0339306438422	0.224229780526	0.0257610928723	0.027322330307	0.0152716497124	0.159552210864	0.02215049999	0.232425530104	0.259356248101
a31	0.03737736049	0.193488473797	0.0230299629403	0.032145671355	0.0159189747511	0.151443212112	0.01508974075	0.24841438906	0.28309220746
a46	0.0142032299928	0.139872875213	0.063195212258	0.0210429571803	0.0630586459687	0.1393659075	0.02963341374	0.11313713492	0.41649063316
a31	0.0453789930798	0.125191577914	0.0380321593432	0.0361981778091	0.0158849839285	0.12524390438	0.029457673	0.400960244	0.1836522608
</S>	0.0299106710759	0.145857956681	0.0291526800332	0.018151888246	0.0377686024648	0.07710086928	0.021704115406	0.2265651956	0.41378803834
