 	qui	dentro	deve	mettere	un	tappeto	</S>
a20	0.0339411573499	0.559572131084	0.000607268605856	0.00191908403033	0.0522759508783	0.0758058891767	0.275878506281
a31	0.18316524337	0.056707947078	0.189659880751	0.0103027170814	0.0293658727901	0.225557840682	0.30524050854
a4	0.00350837965463	0.00228568720924	0.196734179546	0.000750360109	0.209238525385	0.314884001875	0.272598835302
a46	0.105106213048	0.0930635440654	0.0272960759008	0.00119016699445	0.0162278742465	0.477779625224	0.279336487128
a31	0.126640724853	0.205044276619	0.0368176304616	0.00664087323677	0.09950412444	0.310162780117	0.215189579287
a28	0.0232129295661	0.282676548854	0.000459918705888	0.000629979826473	0.195093306016	0.24219965693	0.255727639171
a27	0.0303291496817	0.202874558347	0.0158109992811	0.00962316703941	0.120669316334	0.40378892251	0.216903901607
a31	0.0228171458743	0.208366278643	0.0153604184721	0.00764215539781	0.223010626982	0.315130161875	0.207673210968
a49	0.00237573507105	0.289098753094	0.000955685647608	0.000800786674735	0.2053033061	0.26912669763	0.232339057284
a23	0.0488380211349	0.233571630784	0.0097642457094	0.0320839752937	0.28433666089	0.243033561327	0.148371926401
a31	0.0416009050524	0.213546978275	0.040411490174	0.0403432311102	0.195984533876	0.317229713009	0.150883144296
a29	0.17702901127	0.276756315772	0.005729303716	0.00594018864808	0.291896856097	0.138147713071	0.10450063162
a17	0.199970543442	0.172173059429	0.0712842783289	0.0662086118407	0.2374734474	0.168415096107	0.084474996664
a20	0.107766183202	0.189988190424	0.103725938917	0.124702868621	0.24129941272	0.128090576515	0.104426819913
a17	0.0758004147623	0.217362603864	0.062680086861	0.101053823058	0.23079119096	0.156460762701	0.155851107283
a31	0.0784735634202	0.203759259421	0.0574841977485	0.107249069499	0.2252306816	0.110570457597	0.217232784634
a20	0.14464686428	0.293530903221	0.0126688569355	0.0117707323294	0.17905542454	0.169773765147	0.188553398885
a31	0.0838336993993	0.0853161116551	0.198884346501	0.184035182749	0.1246406387	0.117319018477	0.20597100064
a3	0.16076574098	0.202788420141	0.0159254774521	0.0144785186806	0.2277481972	0.144120603397	0.2341730412
a31	0.0804726964575	0.0141872431539	0.243788890061	0.212840172508	0.12009485458	0.121512392281	0.20710372066
a8	0.16076806164	0.0614211336803	0.0231035822913	0.0241285908577	0.2920090782	0.197910108651	0.240659462
</S>	0.0640472477019	0.0109760748891	0.238995272007	0.224595437593	0.1258676932	0.116324997577	0.21919326194
