 	voglio	che	Maria	venga	domani	</S>
a31	0.0159513597117	0.226661682005	0.195260526	0.1990749758	0.359855050555	0.00319636832726
a35	0.272765488134	0.0651855907856	0.182542091616	0.278489701892	0.200908396289	0.000108755185863
a31	0.172279754063	0.193806663129	0.201612646196	0.22916752126	0.202731954348	0.000401435922948
a37	0.166200409793	0.103650366439	0.279450454326	0.248942550372	0.201648936197	0.000107301485627
a31	0.322449566935	0.0764401629868	0.169310154878	0.222890832424	0.208225242868	0.0006840486942
a11	0.376566987629	0.0178653470417	0.104302618692	0.21534975618	0.285383741037	0.000531515316987
a31	0.282404580543	0.0918793853923	0.154172045713	0.244350157259	0.226660277744	0.000533531266
a20	0.218791533408	0.021956987397	0.0303462184152	0.243870393672	0.482429690316	0.0026051449804
a13	0.0837700354076	0.119258679104	0.096398086694	0.337158281099	0.354363775	0.00905113972
a20	0.107935772908	0.06151908905	0.0642581368095	0.22507008017	0.534552442	0.0066644909
a31	0.0637959644286	0.0559603177698	0.065671696282	0.0684426772778	0.691715514	0.0544138341
a18	0.00443692483173	0.0517610806184	0.16729010193	0.19550308427	0.367506776574	0.213502050043
a31	0.085102949239	0.0986921552381	0.0532773031498	0.0395788747728	0.649646926	0.07370180182
a36	0.0154703407932	0.0901233219281	0.0874180233108	0.183930358226	0.3361122086	0.286945721926
a31	0.0673535185775	0.037514125517	0.0418061877952	0.0297080527118	0.679817784	0.1438003274
a20	0.0398359220328	0.127577613852	0.0160383802623	0.144106551926	0.387928393	0.28451313432
a31	0.0714124188221	0.065185462882	0.018648102818	0.0179393816689	0.637573806	0.1892408509
a20	0.0447001551473	0.117057662477	0.0165374600697	0.07505833924	0.4631824252	0.28346395326
a31	0.0413419234449	0.067682642872	0.0119114584231	0.0156400046504	0.613246604	0.2501773864
</S>	0.0552969280919	0.097558754213	0.0142614304901	0.036529577234	0.4658933966	0.33045987798
