 	non	aveva	dove	a	stare	</S>
a31	0.207808567167	0.0041473224666	0.4116468002	0.28928697786	0.046496344276	0.0406140008963
a8	0.020032715521	0.172291483621	0.30324286928	0.421765094644	0.0324721278734	0.0501956741378
a31	0.212314537108	0.0880363970946	0.29275452614	0.26573833808	0.056870126	0.0842860507522
a28	0.194036272784	0.0234510288258	0.466297157349	0.2955684457	0.0148816686252	0.00576542666624
a37	0.243091367416	0.128006361199	0.258447597106	0.155690619736	0.078423834743	0.136340226216
a31	0.328860872978	0.0433336861206	0.182675929905	0.191281620842	0.1128502706	0.140997628371
a18	0.349567950051	0.0281601993746	0.215465706206	0.378488999616	0.01902141195	0.0092957565572
a0	0.0769027304161	0.0346836184985	0.036464225792	0.22650816668	0.3542445502	0.271196720955
a23	0.170287858212	0.02103074366	0.0870099244688	0.04869142092	0.358008004	0.31497203226
a8	0.198535555086	0.0149125691756	0.0907492373699	0.0537885136	0.2905378756	0.3514762248
a31	0.0559665325046	0.015259442116	0.109180587222	0.11780952913	0.298469019	0.403314914
a20	0.196190451101	0.0026253942094	0.0868144564836	0.185293244539	0.13894869034	0.390127750292
a31	0.122646121218	0.0297729035445	0.115358623665	0.110106019549	0.2364969684	0.385619368
a20	0.173020212374	0.0009622816134	0.0558607746511	0.182181482362	0.139274826266	0.4487004708
a24	0.1741451134	0.0423320434183	0.14980026794	0.099190819172	0.151391084	0.3831406478
a8	0.169696538858	0.00617290187542	0.103101975846	0.12759180753	0.21397162438	0.379465109
a31	0.0614940667253	0.0548944395294	0.104105846857	0.121043870628	0.225162921155	0.433298862
</S>	0.143784230869	0.0010870985494	0.0122310898701	0.116026208568	0.159394289016	0.56747708
