 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
a20	0.196895481607	0.0201478260316	0.136308447358	0.0672139978723	0.0012635856574	0.13076552724	0.096893562567	0.334020957817	0.0164906439024
a8	0.1523675658	0.06262140268	0.01108517564	0.0301164583	0.113885947579	0.404529774575	0.0154227050915	0.171693137016	0.0382778267302
a31	0.19860835337	0.0163436402595	0.01913707623	0.0990705109282	0.0405171155445	0.375265807787	0.0183313368539	0.195495431239	0.0372307156757
a23	0.159242451116	0.0308583979519	0.0238700106685	0.00706929679718	0.0422307983725	0.283405012122	0.0848588180791	0.34236446109	0.0261007500307
a31	0.225081588248	0.0088134555444	0.007806014734	0.00505899089582	0.0419110117676	0.34053950802	0.00668715692986	0.314663180176	0.0494390677751
a10	0.231822386959	0.00416438643988	0.000570069674964	0.00381929980151	0.00554225266902	0.337718756295	0.054469790996	0.355026580377	0.00686647271574
a24	0.204462056311	0.00233651218736	0.0247511617829	0.0399078125162	0.0312820342303	0.339635512197	0.0106097949435	0.299287707803	0.0477273963389
a31	0.209058019447	0.00996534580778	0.0486008573257	0.049478708091	0.0245470818879	0.286569018793	0.0212292894705	0.307758522473	0.0427931159012
a41	0.224762160419	0.000601943642507	0.0069702128785	0.0208924362277	0.0212857996284	0.265679554139	0.152334894508	0.279646428562	0.027826533631
a7	0.214259635572	0.0442977697823	0.039552292056	0.0368639043288	0.0227654303126	0.201406480134	0.016618379274	0.310716285615	0.113519784207
a5	0.209503618364	0.00456596721482	0.0120893150634	0.0330661324132	0.0107814871298	0.244177358127	0.031936104038	0.37082162853	0.0830583832801
a37	0.220636617931	0.0709007919508	0.0445684791963	0.0298171350059	0.0131475898949	0.148720891096	0.041786565542	0.406918553228	0.0235033395428
a31	0.213798752739	0.0322022683962	0.04010908678	0.030727372542	0.0089567238408	0.187988125532	0.03654632952	0.31704754654	0.132623823968
a46	0.203780738555	0.00563199400299	0.0114952728808	0.12058737775	0.0708637073749	0.12178999136	0.0339329571288	0.309513814948	0.122404167197
a8	0.154096681677	0.024595450971	0.028523126827	0.028775660537	0.0222480534807	0.053690461236	0.05250348068	0.4581164012	0.17745068656
a31	0.207004121908	0.0227148523912	0.0862728049979	0.0248250143568	0.0146423265973	0.015289978089	0.04808867976	0.406289702	0.17487253856
a29	0.197204416301	0.0209121035803	0.0643231429946	0.12870689989	0.0855929603884	0.04164819424	0.04307947716	0.33296316114	0.08556965644
a11	0.128664253464	0.0847934836463	0.162150857694	0.0308775488437	0.016900338165	0.0242324460863	0.04770692036	0.313520476	0.19115366684
a37	0.175812215021	0.0875079525593	0.11939546432	0.0243485822869	0.0165001722555	0.0251491996404	0.053960655349	0.3114449242	0.18588083856
a31	0.165388581219	0.0675609515552	0.117327912744	0.0211239082046	0.0126196324171	0.0219822933128	0.0319043515704	0.3527130672	0.20937933868
a24	0.260000592852	0.0350216502727	0.0613476558675	0.0416643518813	0.031374310511	0.03411932068	0.0371057201208	0.3449175842	0.154448800668
a31	0.0820407044313	0.110730237876	0.228459634124	0.0168843181119	0.0116644425636	0.012864809408	0.0394393382632	0.2793647324	0.21855177574
a33	0.135985792763	0.0347121389113	0.079586905302	0.0222859187531	0.0198629960406	0.03784767264	0.0435376943953	0.36160532582	0.2645755237
a20	0.0568787631774	0.11050409584	0.22861060885	0.0170329202504	0.0185512709457	0.0111483145722	0.027437861322	0.3007051472	0.229131017
</S>	0.0703504230583	0.0742427719401	0.214588215573	0.0226540113536	0.0164535147048	0.0199947637968	0.029487823944	0.318245468	0.233983048
