 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a20	0.0432283257229	0.254377210545	0.00357372585903	0.00067172243288	0.100101677695	0.00181565390793	0.19916055645	0.00067970225342	0.0848603944593	0.310860984327	0.00067001562165
a31	0.076027414848	0.246511398196	0.112316794478	0.042166795304	0.140139344002	0.037046462802	0.125392190607	0.000114790553137	0.00714879375109	0.209413370545	0.00372265762502
a46	0.00949341900624	0.212014669881	0.184596189718	0.0375522920499	0.164984150979	0.0817315758183	0.0412279602517	0.00641926305887	0.0270394814325	0.217876875779	0.0170641157072
a20	0.153141830786	0.0663324800412	0.020099397422	0.0309084431923	0.309930370135	0.0770672288802	0.138964858154	0.00102513376342	0.000944608381319	0.198999828761	0.00258585345946
a31	0.185725610521	0.0453702053646	0.126858871169	0.02069171958	0.20531129888	0.0551213091485	0.148024990893	3.32759574981e-05	0.00242619226568	0.208338243537	0.00209827241611
a29	0.202550546714	0.044376911912	0.0860865128763	0.0818545076802	0.00974985366286	0.055474995925	0.118459735287	4.314904376e-05	0.14800163329	0.25009999158	0.00330216099561
a31	0.206662454226	0.00867211635897	0.0401483190024	0.0369588403079	0.135503818502	0.0509397017904	0.134414371918	0.0012892652918	0.138779698611	0.223877135008	0.022754284468
a37	0.356636496554	0.156909175707	0.0256126729147	0.0188264722418	0.0230375918479	0.0271934025874	0.0214847555527	0.00053572762422	0.136235804708	0.224630043124	0.00889780322392
a31	0.21025091757	0.0115984739053	0.0186201568203	0.0122568202326	0.182883004888	0.116080911148	0.080502145239	0.0041651263618	0.114484995697	0.201230774652	0.0479266861407
a41	0.255684717189	0.113475959491	0.0522936906304	0.0297968527049	0.135755454698	0.0956806704719	0.0516897587809	0.0012891318248	0.0277119104396	0.227131098948	0.00949069847622
a8	0.0747422063613	0.0170974786086	0.0358745570336	0.0162214446339	0.290682762829	0.0812936778286	0.0570230730582	0.085097456464	0.0792365665998	0.2011416666	0.0615891354932
a31	0.176482910222	0.0247462937181	0.033488194977	0.0097703170114	0.214392663153	0.06133419103	0.0498905369235	0.0242667692856	0.046543066928	0.2858843003	0.0732007586592
a20	0.0167228976716	0.11168022478	0.0320191365775	0.00989095779177	0.232950424751	0.134238968273	0.079494016489	0.128110060463	0.0066546597928	0.23595241006	0.0122862410402
a0	0.126009698247	0.0420684680673	0.0555218401248	0.0159728850941	0.231942893069	0.0696174292808	0.0598909508009	0.0127248898075	0.0545778316406	0.1720779118	0.159595204448
a29	0.133844036332	0.0519080868247	0.0552720131948	0.0134831688758	0.149859105231	0.0492788469072	0.0561200256542	0.0264345358546	0.036444311918	0.283646568	0.143709306662
a31	0.0827698125305	0.0436227696607	0.060940069151	0.0122886503725	0.177744049114	0.053412824172	0.0834397821072	0.0425531682406	0.0395563234974	0.2948082719	0.108864263784
a24	0.0284587754572	0.0950197083287	0.0293036893959	0.0247141057405	0.19398717133	0.109171436148	0.054997772662	0.0504579955164	0.00734772500366	0.3007736593	0.105767988664
a17	0.116422104417	0.0427381426074	0.0326113044575	0.0141543971702	0.279552632532	0.033561937042	0.0259482382974	0.0139894677663	0.0311167447977	0.2720937618	0.13781126637
a8	0.130222039278	0.051861993839	0.0424955939155	0.0104866423634	0.107956147469	0.0264679236636	0.0411354868208	0.0210564156915	0.031272358	0.305882237	0.2311631616
a31	0.0646902377124	0.0650417341078	0.0202071241703	0.0141623210655	0.056205671195	0.0523577218855	0.0782200168168	0.0432148906026	0.032714646232	0.443390457	0.1297951846
a18	0.05767318986	0.153651128097	0.0194985249168	0.0303627895369	0.0717041796298	0.12067167676	0.06134426924	0.0288135085785	0.007389929556	0.3416138432	0.1072769514
a38	0.106111962437	0.0392926227183	0.0365771907892	0.0214733518529	0.114841598779	0.0356242371733	0.0642969358915	0.0333093618002	0.042010636852	0.309472602	0.19698946486
a31	0.0447601820842	0.059000959636	0.0351954859605	0.015921645252	0.033358008467	0.0183211957184	0.0417735530471	0.0381256461157	0.039313229554	0.506668084	0.1675619838
a8	0.0330139531119	0.0642020865661	0.0258259261721	0.0235995489668	0.0967799687868	0.07590898708	0.041134447546	0.030957921881	0.01053175924	0.4438111	0.1542342782
</S>	0.0500353157466	0.0372786849684	0.0619892866868	0.0338162158627	0.0355080936028	0.0225692992776	0.0517056160446	0.0281702235593	0.058390150994	0.391894242	0.22864287446
