 	mia	figlia	vuole	andare	</S>
a46	0.195189354558	0.385573106635	0.04693384052	0.36988659466	0.00241708987831
a31	0.21512505425	0.064822997	0.119333991704	0.30279828042	0.297919692072
a7	0.164167471566	0.116606391595	0.184083485688	0.52836564426	0.00677701091
a20	0.327792332152	0.224432888325	0.027900068966	0.3419164346	0.0779583061137
a31	0.191132234466	0.118696114416	0.03384770422	0.566226222	0.0900977313
a46	0.0622687011888	0.20378914232	0.018794219736	0.675618591	0.03952932676
a31	0.00942509490517	0.009129924604	0.026741381774	0.7369504044	0.21775315156
a46	0.0235242812564	0.140615573912	0.0465424954934	0.684969324	0.104348305108
a31	0.00423519973027	0.00779130238941	0.047692737256	0.633225496	0.30705529126
a11	0.00769851709936	0.151816797763	0.0191990796783	0.551052676	0.27023289848
a3	0.0519440686765	0.0177680402743	0.170239147751	0.4279193632	0.33212941216
a31	0.0351817882268	0.109115997816	0.0765811919339	0.43801800712	0.3411029937
a27	0.000927440701531	0.105180547311	0.00969606100899	0.5287142282	0.3554817238
a0	0.165284562821	0.0157665165753	0.151020101076	0.284352934	0.38357588696
</S>	0.139960567905	0.0159807614242	0.0698255094783	0.34394927356	0.430283900748
