 	non	ti	dimentichiamo	mai	</S>
a8	0.152952977845	0.25367552308	0.57126772196	0.0217590470636	0.000344775029208
a31	0.035147027468	0.33090671284	0.31633917	0.2372529579	0.0803541366548
a20	0.000430613701766	0.0234462512334	0.862431186	0.112751339069	0.000940596823822
a31	0.0717079613954	0.26148929224	0.510614072241	0.146519114755	0.00966955438021
a13	0.0158083342869	0.321346775286	0.53475894936	0.101254572352	0.0268313578031
a31	0.208259384417	0.17035068737	0.442321783315	0.159889445674	0.0191786867371
a13	0.116016394597	0.404326977826	0.408647350544	0.0703560190602	0.00065329924216
a1	0.225730931942	0.115767701549	0.269157741275	0.35688702394	0.0324565734501
a31	0.0636153098026	0.15579896832	0.27013543806	0.3225946814	0.187855573449
a41	0.0891211850262	0.247358096196	0.422945785512	0.102746936524	0.137827991123
a15	0.0427573167801	0.192497982721	0.26516967828	0.4419512592	0.057623752884
a13	0.0423459907741	0.153879812221	0.2883486582	0.4554958848	0.0599296597
a31	0.0486189441721	0.163823103341	0.058430616	0.65915694	0.06997037198
a11	0.07430567442	0.13180673202	0.4173789627	0.1549710436	0.22153753816
a31	0.107385685099	0.1452622409	0.1559721056	0.537799146	0.053580853984
a46	0.074922450072	0.06408378328	0.3009201206	0.228853104	0.3312205229
a31	0.101547021504	0.0528509275379	0.12463745454	0.637999908	0.0829646804
a46	0.0407719210338	0.02177118438	0.1819949788	0.30900762	0.44645429
a31	0.0586478798416	0.0180170467492	0.13080178498	0.643767538	0.1487657518
</S>	0.0723858614693	0.01042979252	0.05892127974	0.375329522	0.4829335634
