 	lo	sentii	che	arrivò	</S>
a11	0.138621618287	0.511454452905	0.064994545514	0.23393472183	0.0509946527682
a31	0.0403686872454	0.400667702836	0.095552952764	0.307208734375	0.156201921652
a28	0.1395242626	0.276271577526	0.096650879442	0.34316944706	0.144383794083
a37	0.0544710130215	0.373920154857	0.167151715956	0.250634145765	0.153822968953
a20	0.00748622668981	0.351535444858	0.238724454341	0.240459822084	0.161794060423
a31	0.0157921794273	0.38719651159	0.190902530281	0.226064372374	0.180044367202
a1	0.00414099774079	0.58311278662	0.0371804192568	0.222212542324	0.153353248258
a0	0.29443951138	0.113992646945	0.0566307668	0.469326647716	0.0656104291136
a17	0.249894229276	0.0806894044455	0.15004430598	0.2848742458	0.234497817504
a31	0.276357258243	0.0776362835041	0.045294556498	0.381614324	0.2190975621
a0	0.189914931892	0.337135736792	0.0132750297	0.280706582473	0.17896776313
a46	0.121493647856	0.0156671116611	0.096359188988	0.593343078	0.173137002732
a31	0.0472114075619	0.0191756494074	0.02774794034	0.707427962	0.19843702784
a18	0.183308571086	0.279595198579	0.00745744112	0.262800707	0.2668380699
a31	0.0398285512637	0.0116495643508	0.0252988616028	0.7221709148	0.20105213234
a39	0.150411624857	0.140645127747	0.00561756531	0.2779967582	0.425328935
a31	0.0218952789215	0.00750418339283	0.0207680194156	0.72925487	0.2205776285
a46	0.141765776297	0.082409776683	0.0044503816666	0.3105978588	0.460776213
</S>	0.0275778743475	0.00657843863329	0.0288215126833	0.6718656536	0.2651565585
