 	non	ho	cosa	è	da	mangiare	</S>
a31	0.0544940149197	0.14743168025	0.116327939059	0.00370859262653	0.0713032127	0.576423686157	0.0303108988301
a8	0.0208493193788	0.192557971976	0.0209726621314	0.0108640291597	0.169691735254	0.568105664022	0.0169586278757
a31	0.191570373523	0.105893735162	0.117794362423	0.126395216025	0.05121662002	0.364855248137	0.0422744636335
a37	0.110502975151	0.115619922038	0.168910950191	0.0645034300148	0.103684612241	0.433858574098	0.0029195209672
a20	0.414974160618	0.0987663144996	0.0798458315726	0.00457303488196	0.0139470398669	0.277649756323	0.110243845474
a31	0.280130381516	0.165871261181	0.086302060589	0.0635180095258	0.076698750923	0.19690231229	0.130577230256
a17	0.36933963007	0.0181217285781	0.0091239235368	0.000519028561881	0.002816406272	0.589202153757	0.0108771534486
a20	0.265689029787	0.166603320393	0.0477288716929	0.056683248179	0.0138056807586	0.260850180711	0.188639668054
a31	0.212419871312	0.118041988394	0.0653297038621	0.0513269897669	0.0131754202734	0.352188568812	0.18751742553
a39	0.13904147216	0.0262200874373	0.0641564364865	0.0477513508227	0.0727167853219	0.4011704317	0.2489434398
a35	0.063347269845	0.211083671083	0.0268658512391	0.0595999019095	0.17181185468	0.1070557436	0.36023575
a39	0.0362789099269	0.148890433517	0.0729314754958	0.0615035820013	0.21948544522	0.0980516528	0.3628585055
a46	0.0181552856069	0.175321318875	0.0433083257251	0.0545437459705	0.214386440072	0.099188393	0.39509643736
a35	0.026115344536	0.080310203561	0.0571337269398	0.097215214391	0.242400782155	0.0872023252	0.40962239388
a31	0.012650280495	0.0808027384479	0.0622524668159	0.0616294858998	0.217897517641	0.1273855542	0.4373819444
</S>	0.0168030990288	0.102865159834	0.0238228407671	0.0689501723176	0.101984088168	0.1364421162	0.549132542
