 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a31	0.0179091692542	0.175743807803	0.0362105138151	0.00706304899556	0.0421209651635	0.168320403935	0.046452789578	0.335645962468	0.0117333965758	0.15194391908	0.00685604733681
a37	0.132998073371	0.0819492976512	0.134748458852	0.0259069523702	0.0692993070551	0.211256963706	0.0759722973414	0.0974882612236	0.155350320166	0.0138457549671	0.00118431991871
a31	0.0178673629435	0.196133857744	0.0292815663803	0.092790120822	0.0813551436952	0.248994285944	0.105963939446	0.0482723010164	0.0507996999082	0.0979211752565	0.0306205836007
a20	0.00237397449827	0.176913871558	0.0335508339167	0.0920106827285	0.0214038044408	0.122713402468	0.144784070528	0.11299326119	0.203885489842	0.0885544613965	0.000816108497166
a31	0.0571812499988	0.21056597284	0.0408219273028	0.0568330317092	0.0210859488838	0.191763728147	0.148635609952	0.079396560062	0.0321021778267	0.111584398956	0.0500294000272
a20	0.0228844968975	0.197161073171	0.0117819346716	0.0313153227666	0.0188452887724	0.153715383509	0.0244260323444	0.226228410142	0.212422629287	0.100193883376	0.00102553457669
a31	0.116235662784	0.11740319582	0.055299405672	0.0151395247908	0.0328154627544	0.221631929185	0.0558766553252	0.1418567096	0.0497415229964	0.130611631624	0.0633883013776
a11	0.116984514878	0.0901876903093	0.00596811157082	0.00656920814967	0.0154187892168	0.149775003778	0.0470867659094	0.307165971904	0.199256947276	0.0566855106784	0.00490152488571
a31	0.0269586897529	0.197460022687	0.0779976517716	0.017153816316	0.035882424456	0.198103720637	0.0311125952934	0.105021428106	0.11404440689	0.146228289382	0.0500369355358
a20	0.0688699499278	0.0929264110129	0.0127372879531	0.0191255689053	0.0124647117566	0.22414413161	0.0923871294614	0.1568206567	0.1934739552	0.11430606868	0.012744155384
a31	0.0222450030652	0.18007759465	0.0647332251572	0.023758515322	0.024182965886	0.175382859665	0.032069843356	0.055090012028	0.14943655394	0.184937833926	0.0880855925426
a29	0.0616471445632	0.0371104645873	0.00467812284929	0.0344026549531	0.0104069763208	0.173509157986	0.0939990163137	0.1838982492	0.1793663152	0.17065191288	0.050329979496
a46	0.0289968750922	0.068842267731	0.0329361445827	0.0275731613368	0.016149797219	0.147262605997	0.131663160476	0.095999099728	0.13317806142	0.23521490961	0.0821839101416
a18	0.0509401128497	0.138209151757	0.0600592087764	0.0482368672144	0.0268191628872	0.0464914918737	0.103564001772	0.06471982222	0.0733506068	0.22838845276	0.15922111377
a31	0.050809188424	0.123192681779	0.0516787394734	0.0227042630488	0.0168507675536	0.0226482257316	0.082771044668	0.06445875128	0.0800130766	0.279977238	0.20489605132
a28	0.0424040491826	0.104100924441	0.0113241950657	0.0256706226443	0.017038590481	0.0797137089365	0.0608113989792	0.2652184918	0.0931947054	0.0734119946	0.22711130996
a20	0.0904171958854	0.182677188404	0.0331119319132	0.0184914380462	0.017595548369	0.0292615075376	0.0649420197456	0.055070912086	0.08128238552	0.257690420992	0.169459404072
a41	0.0813607600907	0.168998917845	0.0275156683909	0.030241152392	0.0250877253012	0.02817442187	0.0553839304272	0.066117339872	0.0422342293	0.241022926846	0.233862908428
a28	0.073377280452	0.156836507063	0.0269384031545	0.0188979272965	0.0173559468904	0.0190400221202	0.068272237532	0.08700050514	0.0622057114	0.2502711028	0.2198043758
a8	0.116957388663	0.130730576485	0.0100446037458	0.0123116559387	0.0155691749898	0.0161695699544	0.0233725760586	0.071105242292	0.049131260992	0.28382821306	0.27077975984
a23	0.054754324765	0.157051906202	0.0221827956028	0.0309240226828	0.01818075488	0.0184619277166	0.0748529664092	0.07681290798	0.03109900046	0.2308998658	0.2847795034
a31	0.0262410776587	0.115319417988	0.0177017339396	0.0219990826295	0.0225098194306	0.0254024837174	0.052051561052	0.083330235	0.036927516	0.289984132	0.3085329046
a39	0.105557528956	0.133515338434	0.0431238234086	0.0262502720297	0.0346435446556	0.041889509969	0.038600915568	0.1513567627	0.04662580576	0.1191093114	0.259327174
a20	0.103695692047	0.132052762877	0.0297554694818	0.0177826230425	0.0163314366179	0.0184193586254	0.0274106001336	0.08792748428	0.0325873343	0.29141115254	0.24262609594
a39	0.0961658492256	0.121824242634	0.011019439649	0.0220256712556	0.0192206505135	0.0137493915525	0.0271873796417	0.10204543779	0.0234875111	0.27831642644	0.28495799796
a8	0.0978285149334	0.104406893329	0.0181558271035	0.0204327565711	0.0233939959339	0.0232242272493	0.0364016612079	0.07502415751	0.02914227536	0.29084600905	0.281143704668
a31	0.04617973699	0.13638280738	0.00976367659494	0.0350417415181	0.0186881064836	0.0121084835458	0.0342331499604	0.06098374114	0.02682006088	0.3135916124	0.3062068744
a28	0.109290391015	0.104583663823	0.042314865158	0.0410104032569	0.0488649309971	0.0330819984244	0.036617245824	0.08542077562	0.04302624688	0.1580108272	0.297778678
a20	0.113086343442	0.117734674808	0.0213959776094	0.0188473617197	0.0185572411543	0.0174843238644	0.024947240798	0.080563259724	0.02188122082	0.2982151144	0.26728721826
a8	0.10614991339	0.107817560431	0.0131886353376	0.0183338887129	0.0182047618757	0.0123417172668	0.0261493053136	0.0764182878594	0.02117171638	0.29454724531	0.305676961086
a23	0.0431433055236	0.133033540192	0.010188269641	0.0354943408735	0.0224892976783	0.0160899812384	0.033683181819	0.04467991414	0.0227550413	0.346357096	0.2920860242
a8	0.0198373920618	0.118724929419	0.0251552201963	0.0256834040092	0.0245346527412	0.0189712103966	0.0332729832804	0.04826567272	0.02964654468	0.3271815226	0.328726462
</S>	0.0187513392101	0.118159353838	0.0341684947819	0.0221350259239	0.020600869916	0.0143109184522	0.0287252037267	0.0424900163	0.02675667388	0.31662446	0.357277632
