 	ancora	non	mi	sono	vestito	</S>
a8	0.0567262230841	0.186547431255	0.30851511058	0.1215749006	0.295271840372	0.0313645364224
a31	0.02098809492	0.202949439388	0.35970838794	0.0987632496166	0.279947955332	0.037642835644
a10	0.0467601504723	0.183302094833	0.314052032875	0.155923596666	0.286310760557	0.0136513744992
a31	0.145487526252	0.193166883799	0.208934999599	0.162855328315	0.258566470442	0.0309888131669
a18	0.0714690456995	0.147136807063	0.30863517638	0.16040771375	0.293642523539	0.0187087724066
a31	0.299898138524	0.0268363266537	0.178586679577	0.207127754023	0.286953178141	0.00059787014294
a20	0.191281142289	0.131857929726	0.26548355922	0.00487177867	0.405631647624	0.0008739304927
a31	0.131017165519	0.0839754783789	0.102351439553	0.203479962631	0.47572343854	0.0034525335784
a13	0.182078482003	0.0681328908623	0.265024415474	0.0178211262	0.452159814086	0.0147833081571
a35	0.0530864121214	0.127859162028	0.109842375004	0.15095757175	0.541329815	0.0169246132
a39	0.0494581296667	0.0718879465515	0.169426301013	0.074666959922	0.59002045	0.0445402444
a46	0.0438512371292	0.114160291328	0.157728168629	0.0667146609279	0.5949137	0.02263193646
a31	0.024672221883	0.0432709330701	0.0953678621454	0.0775235321748	0.673700734	0.0854647206
a20	0.0845812876123	0.136267116236	0.118646803863	0.0598324974196	0.2869847833	0.313687504809
a31	0.0584595653551	0.0774602707869	0.0578995643517	0.111595229648	0.589648226	0.10493715892
a39	0.106602365848	0.100270690701	0.0719195465869	0.094940226859	0.2719425096	0.35432468382
a31	0.0512624397835	0.0746583923908	0.0240435352727	0.128892677444	0.572789408	0.1483535594
</S>	0.127077682504	0.0678158430198	0.0329543349929	0.0788087079799	0.2807786228	0.41256480062
