 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
a14	7.632199626e-05	0.00161737127133	0.00160607863705	0.00159108106029	0.0019492181624	0.0010174410728	0.00117607823233	0.5550403957	0.0282482642637	0.238129633173	0.169548130979
a6	0.0137346983243	0.149269383785	0.0437476902536	0.0050354543478	0.022554788769	0.0297540199357	0.227282686734	0.180644001401	0.0448886597402	0.23903267226	0.0440559472504
a37	0.00120188661257	0.00480124560778	0.00962811143494	0.0033449085774	0.016079093854	0.0611332300344	0.250558293655	0.361869682649	0.00493974294442	0.254553152267	0.0318906378446
a24	0.00263938118057	0.032902389622	0.0486213949544	0.006512789072	0.14913735609	0.031570094562	0.300772290389	0.192281363016	0.0129501129112	0.203475526931	0.0191373433795
a28	0.0083137037465	0.139227180395	0.0767585613727	0.0104625776924	0.185337750712	0.0171111216888	0.287463982596	0.0679409237028	0.000483361104412	0.118857738891	0.0880430950108
a31	0.171023101987	0.0234266310071	0.0200136406142	0.0052765309292	0.196248422026	0.02351606153	0.310944882261	0.0444548906554	0.00138894477506	0.187550401777	0.0161564846871
a46	0.0186960441911	0.0645838753389	0.06981819095	0.00464074034705	0.00864903469658	0.0105538746913	0.0991892559366	0.281351966159	0.0669099591892	0.245464634094	0.130142448338
a8	0.0374565589	0.00341822021558	0.009277664067	0.014194195397	0.137309108223	0.026316591505	0.0541830395792	0.341433169079	0.0010154275926	0.24318615152	0.132209924761
a31	0.02955288865	0.018849850746	0.022053103468	0.003637354153	0.00403052205156	0.007365630554	0.027665511196	0.347319270541	0.144025348962	0.24271520538	0.152785290731
a10	0.0182146395136	0.0325554036109	0.0931917944681	0.00131565397063	0.00529889328554	0.0086108325994	0.0353799108999	0.346843559921	0.0453841281798	0.250342256131	0.162862922288
a37	0.0101507078602	0.0128345868315	0.0576980805333	0.0187298310056	0.129051013409	0.016282344806	0.03063349542	0.314153066952	0.002775059276	0.25913829219	0.148553492694
a10	0.00358536384831	0.0191940909877	0.0987216653688	0.0140064127678	0.0828942600418	0.035412221698	0.0494502826098	0.287878453489	0.0067246699828	0.179893485219	0.22223907573
a17	0.00393180455572	0.021160382483	0.0962724536116	0.0126384963093	0.10087872368	0.027057933628	0.0499926789894	0.295178169092	0.0026899896026	0.2755644572	0.11463493191
a20	0.00432936828675	0.0193209330651	0.12617219311	0.0107397267186	0.0422597308028	0.034990332338	0.05766272194	0.302812643249	0.0121051817582	0.246929681309	0.142677493304
a31	0.00461163490892	0.0186381114821	0.0634391411026	0.0078912747796	0.017077725478	0.030192856066	0.157516851055	0.313208082536	0.089973679385	0.1990845389	0.098366123728
a20	0.000610744603829	0.0655154223481	0.0987950396166	0.0062239732896	0.016517654772	0.056593783518	0.081737710026	0.245422348106	0.0133890173202	0.1936044154	0.221589915734
a31	0.0214244481487	0.020682972859	0.0330068728701	0.00911952653308	0.0328130370852	0.0530674875502	0.251691592506	0.328846843771	0.0123316373165	0.0858695593336	0.15114601706
a13	0.000658087723892	0.189495202744	0.0219683261133	0.0067418894235	0.016801529688	0.0511953742766	0.0630656205886	0.208823704687	0.00882923998323	0.20615427474	0.22626673455
a10	0.0526109615754	0.0474678815992	0.0242999173964	0.00509695326696	0.0272472264551	0.0336240785458	0.164663948002	0.173489354433	0.0614922578726	0.142063848856	0.2679435887
a31	0.0254207877062	0.148997129948	0.0168175187348	0.00582500085352	0.0126873350925	0.0262676319406	0.183763943155	0.100938947045	0.0466475331752	0.228679945657	0.203954249916
a17	0.0010096112913	0.198254714028	0.022868223644	0.0142839256545	0.0286684145884	0.053551905896	0.0885432563	0.144417553122	0.00710151213964	0.2130961446	0.228204693188
</S>	0.0461989340762	0.0365973687767	0.0185510097234	0.00713427853182	0.0172654409573	0.0177965867214	0.169414800674	0.0950332515367	0.0809481987291	0.184219270656	0.32684083394
