 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
a31	0.233807031222	0.0614964667844	0.00394057766211	0.03701555582	0.53287382114	0.057014366728	0.0722267522028	0.00162548225021
a23	0.231511185394	0.0434910331584	0.0001905860356	0.010006445518	0.352127284539	0.0509243554832	0.308495012806	0.00325413762948
a20	0.0468978458893	0.0146393708511	0.0860218516258	0.214740256072	0.41213260266	0.0234652320112	0.188424530132	0.0136782844444
a28	0.08067370578	0.17787371167	0.00514580464387	0.134348214877	0.320321608557	0.0774868056488	0.192438346856	0.0117118337753
a31	0.0760934684808	0.210270058031	0.00318023145986	0.142933922097	0.241557990799	0.121335269176	0.19069895782	0.0139300980339
a17	0.353030815772	0.0529181391008	8.0358505254e-05	0.0050225310418	0.156044649028	0.115415790164	0.3131656733	0.004322034083
a31	0.221117318747	0.107682691652	0.0272232197066	0.0736326544807	0.120370616028	0.216632465918	0.19706430924	0.0362767277319
a19	0.409163740674	0.0124603609852	0.00194887214342	0.0093061156592	0.084814280818	0.0526852367744	0.42656984794	0.0030515930604
a31	0.205272048038	0.0639397559731	0.0603919361356	0.0880898088729	0.279868917828	0.0690155543	0.21561829966	0.017803693002
a20	0.115511832309	0.0307921119152	0.0499359704243	0.18664457461	0.2252129024	0.04607191196	0.334713206	0.0111174929852
a31	0.0557927887606	0.0528079630723	0.0540983245571	0.0530104937036	0.198131752945	0.156554294948	0.3440197568	0.0855846279
a20	0.0266572993075	0.0272291282446	0.0854384316048	0.19553712047	0.30636428846	0.03461554035	0.2827344146	0.041423784796
a31	0.0512453935209	0.0574259678357	0.0721091349594	0.0587503751721	0.217499070489	0.120652137496	0.30523855648	0.11707936982
a20	0.0143795537027	0.0263008981495	0.0830151636963	0.232692029451	0.2909038572	0.029109707526	0.25627477792	0.067324008078
a24	0.057611217704	0.0745920729289	0.0939068483398	0.0693045602326	0.188694720402	0.0849518223126	0.24855808454	0.18238068306
a31	0.0368352782694	0.120118572775	0.0754413859519	0.0407650782072	0.20660177328	0.04179368043	0.4316684612	0.0467757969942
a38	0.0220422353894	0.10004726028	0.0432579955519	0.176655881554	0.1968904716	0.020898601845	0.24260846096	0.1975991104
a31	0.0387728221882	0.0608784702951	0.0805853564872	0.0789711809519	0.222366332836	0.0662781738398	0.241277122674	0.2108705586
a28	0.0467325319042	0.146677816216	0.0185229628582	0.0785861019609	0.12406719594	0.015370204239	0.26577854276	0.30426465312
a20	0.0250206909946	0.0888646513283	0.122124917901	0.0895074931402	0.0870953180216	0.086433449454	0.229907778996	0.2710456897
a31	0.018170134298	0.103807720146	0.107918521042	0.0637777649225	0.0427511732138	0.034249184004	0.40731581523	0.2220097106
a24	0.0360185204003	0.121840441531	0.03735108202	0.0759480600626	0.0810356964	0.009336825042	0.2700405028	0.368428864
a8	0.019901653985	0.0548724635776	0.129842951484	0.0927056748386	0.089076087564	0.071898138394	0.351824177956	0.189878858
a38	0.0127934561941	0.0748093860859	0.0899740693794	0.0784351075248	0.0525153511143	0.0246582278732	0.306194420693	0.3606199736
</S>	0.0166564651787	0.0677419901282	0.0372092849171	0.0403676790467	0.0343835514132	0.023128259924	0.32528202282	0.45523074
