 	dove	aveva	per	stare	non	aveva	</S>
a24	0.538979896951	0.0165310152373	0.0347778510758	0.0169139737514	0.102528886966	0.132488590046	0.157779821738
a20	0.513941205973	0.00286713098861	0.0487124059054	0.0229250556133	0.026834536576	0.187950112845	0.196769517417
a13	0.405644405494	0.00549117449612	0.103020062172	0.00577950089641	0.11735831613	0.150009217382	0.212697312524
a37	0.408073460348	0.0012455503857	0.0990793540598	0.024165028875	0.120282763746	0.0892306316593	0.257923209958
a24	0.425388197504	0.00559282114771	0.0580136802399	0.0523747339333	0.0918326193995	0.0765167509406	0.290281228683
a31	0.348709013213	0.0454612814699	0.118472513701	0.0536902631362	0.053219924792	0.0254236217491	0.355023393037
a20	0.492398728532	0.0528387232989	0.0400610898453	0.00685199201645	0.017536485782	0.118621388923	0.271691585386
a0	0.339928988684	0.041599127111	0.180829634819	0.0121656944391	0.03689953816	0.022387493555	0.36618952467
a20	0.308114189317	0.0445066723004	0.0669081853504	0.060121015992	0.07648876364	0.0397386023328	0.404122577144
a31	0.327483361425	0.0247188385815	0.0426446063843	0.0750852888232	0.0890013263	0.050073792176	0.39099278922
a8	0.371447093214	0.003583935177	0.00837324919568	0.0410389024223	0.023317742696	0.25445689811	0.297782218352
a23	0.181315791938	0.0280848108709	0.0803275117108	0.119592590433	0.081513199944	0.15796370856	0.351202395965
a38	0.141865152515	0.0113714498291	0.0182839370953	0.211052799215	0.137512639416	0.076696844174	0.403217165332
a33	0.153608346671	0.00577800202006	0.0217291497804	0.221350605237	0.10787212096	0.09135975132	0.39830202584
a31	0.0743889999517	0.0073916699741	0.0166829989285	0.236368808013	0.0957290519	0.11786701016	0.45157145676
a24	0.212933938284	0.00277164823307	0.0156087877925	0.211185566776	0.032517014934	0.186937516547	0.338045481292
a18	0.135573736435	0.019250699818	0.106705493204	0.162724315411	0.139228024506	0.0386406341926	0.39787707888
a31	0.055902721051	0.0154147516668	0.0383481776801	0.177335445696	0.112327195731	0.20373593777	0.3969357754
a33	0.170228557423	0.00167166254708	0.026870830398	0.203069821781	0.0516850976735	0.170101248175	0.3763727229
</S>	0.0437141078861	0.0560760962392	0.117423081249	0.105603614492	0.118044411023	0.1509454814	0.40819319674
