 	non	ho	cosa	a	fare	</S>
a8	0.208719438348	0.0152534107138	0.189133864684	0.325710526	0.12390780284	0.137274918751
a31	0.04579802416	0.200272585492	0.05191292702	0.1292784114	0.344268751614	0.22846930575
a37	0.0990152293696	0.0936244450564	0.220928743097	0.2179924174	0.2462592898	0.122179847286
a10	0.272300631946	0.131166174848	0.05741612677	0.07434627818	0.220446132055	0.244324663598
a37	0.275971255004	0.106725453668	0.060870204438	0.02918638598	0.2778987938	0.249347943683
a10	0.36102069029	0.0802532704367	0.0336919142474	0.01943968798	0.1655034106	0.340091017444
a0	0.453419821472	0.0171488377614	0.0363449019663	0.01738369888	0.131602973	0.344099756901
a20	0.369955290952	0.019946918923	0.0159985719179	0.031233471674	0.19539436286	0.36747139691
a17	0.284452853263	0.0434089004151	0.0254676633738	0.066122072308	0.22415891565	0.356389566368
a20	0.14217247358	0.0748077420001	0.0337070682826	0.120984336942	0.27312505924	0.35520330454
a8	0.114825490861	0.10612467162	0.0225414584302	0.0950885501882	0.30064898742	0.36077084446
</S>	0.0925514991	0.082890824196	0.0181744575877	0.0614887424598	0.369997738158	0.3748967704
