 	stava	ancora	cucinando	</S>
a8	0.347536564046	0.4060936626	0.133272271199	0.113097513357
a46	0.2640851758	0.2453646676	0.295933202117	0.194616958375
a24	0.44379787686	0.16949597748	0.190667768907	0.196038371252
a37	0.580285082544	0.00994919526	0.169244122696	0.24052163037
a20	0.558487699186	0.02177498656	0.18428370098	0.235453584021
a31	0.395498345673	0.023987197026	0.332375659334	0.248138799701
a37	0.580362516104	0.035784882428	0.175633729026	0.208218864194
a31	0.365932514343	0.0475534524514	0.348226159466	0.23828785118
a20	0.389176342033	0.169478720279	0.196503026054	0.24484191848
a31	0.0539803308955	0.0486137635562	0.564164631983	0.3332412754
a6	0.1375360709	0.121646803632	0.317248805938	0.4235683182
a31	0.0281413053066	0.0733762760249	0.558712150069	0.3397702658
a20	0.154160812774	0.0383857307045	0.295626031188	0.511827452
a46	0.0323330149156	0.0948612196466	0.572231952501	0.3005738216
a31	0.012433164149	0.0238078345238	0.512569859665	0.4511891284
</S>	0.018389731866	0.00522513761712	0.39764680506	0.5787382966
