 	può	che	sono	ancora	svegli	</S>
a31	0.149450858511	0.234445190263	0.0677428379684	0.325260823784	0.20867724144	0.0144231016871
a7	0.196551686735	0.185924473504	0.0767763957286	0.140114772612	0.387498956926	0.0131336958962
a31	0.186806213073	0.285726533454	0.239276896772	0.0417018019893	0.236896823027	0.00959174000524
a7	0.198263497728	0.184639688149	0.157665804954	0.22666942966	0.228803328896	0.00395821390644
a31	0.196434107337	0.242181244652	0.218197540526	0.106351022173	0.217505029724	0.0193310295171
a37	0.199926153405	0.212227186702	0.0972511001362	0.184729238689	0.304054925052	0.00181140646146
a31	0.251112548298	0.0544364317516	0.345225968744	0.12488196035	0.1733106004	0.0510325176068
a39	0.26878478973	0.0898494966541	0.186559094817	0.21498915626	0.2325925736	0.0072248773256
a31	0.125822295124	0.0323586469833	0.216874873243	0.254628184848	0.293250667488	0.07706531335
a20	0.130725507894	0.0474340814634	0.223415213297	0.077912633	0.29720921202	0.223303337758
a31	0.0632258259521	0.0739774814532	0.176025505421	0.17814855831	0.33593919998	0.172683468406
a46	0.0409020390197	0.0846532013301	0.180682952134	0.0530988644	0.31858209234	0.32208084976
a8	0.0693459169372	0.11509193739	0.103060148101	0.0556281913472	0.34363631538	0.31323749034
a46	0.193577801898	0.0396739322992	0.090608220509	0.0607243270594	0.38128181468	0.23413389926
a8	0.126971512714	0.06355759284	0.0885001122528	0.0331252411148	0.400646834	0.28719874766
a31	0.0606072468027	0.0615169632288	0.103975732367	0.0527871817454	0.325388374	0.395724496
a20	0.0563829025706	0.232754876379	0.0555819772371	0.05018032451	0.3445502782	0.260549639
</S>	0.153473359672	0.0512577598595	0.127976209244	0.04320963538	0.2609594452	0.3631235398
