 	il	morto	vuole	pianto	</S>
a46	0.215748621542	0.314380862332	0.168307774752	0.296121780776	0.00544094998099
a23	0.17823546142	0.187861835529	0.0335449719484	0.575127005987	0.0252307131707
a20	0.188621677011	0.210460778572	0.023546085193	0.575947400628	0.00142403262788
a31	0.197671079038	0.206374513043	0.0748139501321	0.520718806972	0.000421619964089
a21	0.156164501661	0.235312170823	0.184532205841	0.420846605977	0.00314452447854
a11	0.305968764352	0.276873930539	0.0031871047582	0.413295836675	0.000674383966592
a10	0.20439825077	0.362658080253	0.0120901335046	0.42063627201	0.00021728968684
a27	0.23947431226	0.290955558258	0.035469411268	0.43233472121	0.00176592467408
a17	0.2744280878	0.190209902665	0.06018015162	0.46519366162	0.009988198382
a31	0.2034494278	0.0711654632429	0.1137595766	0.59505608428	0.01656946862
a37	0.20153683745	0.303865033832	0.015175171028	0.43927633786	0.04014663209
a31	0.21613884208	0.0696475189011	0.084874904418	0.620500768876	0.00883795296
a37	0.166315549902	0.236438948037	0.013171230068	0.5269121678	0.057162131922
a17	0.21593083025	0.0617502318521	0.095616182962	0.611592737553	0.01511003778
a31	0.111659297244	0.0519782687081	0.0622697951313	0.65377027048	0.1203223436
a10	0.0760891097263	0.188909682987	0.0435396833308	0.545918624	0.1455429168
a7	0.217765785068	0.054705114115	0.100260749631	0.55361247542	0.073655863
a31	0.134760759674	0.0517578136321	0.115214096499	0.4978132292	0.200454099
a33	0.039337934662	0.0820135267569	0.0380373889407	0.439749306	0.40086187172
a29	0.177534893882	0.0989670611311	0.0820102794596	0.4016119804	0.2398758044
a41	0.156080824074	0.141444271943	0.0948475568132	0.386372809	0.221254542
a31	0.06168721804	0.119470862596	0.16371185468	0.404602702	0.25052735
a39	0.121911667562	0.130053785764	0.0339777996852	0.2670899792	0.4469667462
</S>	0.047288848898	0.0158595470353	0.114865640217	0.47605801	0.34592794508
