 	che	non	li	aspettiamo	</S>
a20	0.305013437151	0.0889609910503	0.000317904320612	0.60169908812	0.00400855425661
a8	0.063007475246	0.15066355788	0.194342570508	0.576027184176	0.0159592575254
a7	0.202583886645	0.0355995058078	0.0321112642874	0.728872765294	0.0008325590084
a35	0.252453468898	0.155781630083	0.0240910711366	0.566370508	0.001303300126
a46	0.187078219121	0.134468766863	0.039495025006	0.637676828	0.00128115600398
a31	0.303655872771	0.040774841623	0.035812781506	0.615546418	0.00421001040958
a11	0.312386762282	0.11770927598	0.032991197992	0.534071954	0.0028408033348
a31	0.166444175438	0.0446352864823	0.101454083747	0.660078642	0.027387817
a0	0.138202049476	0.0577981127066	0.056285401429	0.704735876	0.04297856094
a31	0.0145242059476	0.0258856434572	0.143116287429	0.795896358	0.020577553
a30	0.011710362972	0.0228039700245	0.0819414803302	0.80933956	0.074204600736
a0	0.0220564329992	0.0386667141066	0.166773958972	0.739649224	0.03285367806
a31	0.0308104394314	0.0302824865349	0.103452363642	0.741798494	0.09365620086
</S>	0.0009622800112	0.00389642848804	0.0324520404869	0.665403166	0.29728605314
