 	il	dito	si	gonfiò	</S>
a39	0.455234376995	0.138036995901	0.200624504148	0.200448758958	0.0056553944783
a13	0.47688343504	0.07124792408	0.39496085528	0.0280123120567	0.028895495574
a31	0.24788752352	0.025729948503	0.47186523768	0.25120560443	0.003311670442
a20	0.300982274257	0.064925457771	0.550688216	0.0821756118912	0.00122842858888
a31	0.368614351202	0.0233767899562	0.41916040008	0.183394243584	0.00545421896
a11	0.478236058011	0.0144334425487	0.3063879966	0.188280615768	0.0126618428429
a31	0.255889777112	0.019330611187	0.36004785736	0.352267582233	0.01246412666
a39	0.232675375167	0.0366706473996	0.3864641746	0.290515077839	0.0536747230674
a31	0.0474877869896	0.0349337431216	0.342527092137	0.49987383442	0.0751775147
a41	0.16569860038	0.0309144245871	0.36727247751	0.263867793046	0.172246688871
a46	0.0780947550187	0.116985257302	0.302186294267	0.4744446914	0.02828899428
a31	0.0341603586801	0.0987783298938	0.202612229953	0.59064165	0.0738074457
</S>	0.0897322107066	0.0799482250885	0.243254935516	0.165612930872	0.42145169048
