 	io	non	ho	niente	da	mangiare	</S>
a8	0.268106486171	0.0205943722778	0.00657588522103	0.052745931911	0.20191396297	0.332702419312	0.117360928569
a31	0.041380583952	0.16558092398	0.03767551435	0.146025214225	0.069154634478	0.342257404121	0.197925731901
a8	0.0279707280984	0.136725128789	0.0374463936253	0.199449601367	0.233172316094	0.248980995612	0.116254827425
a20	0.357235983473	0.026330412971	0.0083153695052	0.205804201288	0.0694493508434	0.252197026027	0.080667720022
a31	0.251449036144	0.111652966545	0.0334824782303	0.179894462987	0.0294854257577	0.310953546503	0.0830820979782
a14	0.235741344143	0.111128697897	0.0348287705942	0.183287857571	0.0497416573633	0.361515831651	0.023755796855
a31	0.264176752567	0.30803292618	0.0064605599153	0.00780385583972	0.00895660251913	0.328036759783	0.0765325129096
a13	0.530500980008	0.0601735519702	0.00250327832598	0.00278234653101	0.0056829326169	0.318589733272	0.0797671711129
a37	0.217102142564	0.17562048475	0.0157074383932	0.179292419724	0.0044169539274	0.21149404183	0.196366498744
a10	0.209705749554	0.142859451357	0.0291331316976	0.163607485791	0.0353436059162	0.16977299907	0.249577606134
a20	0.0817301923745	0.141167331741	0.0360464214847	0.277236648329	0.0219084927346	0.080336195596	0.361574659194
a7	0.126298384143	0.0227927299955	0.0105663099406	0.411177832199	0.0139445797988	0.028793522656	0.386426676947
a18	0.0685405031625	0.110454571644	0.0327140032948	0.331717281916	0.0251276942242	0.04927968532	0.382166290338
a44	0.065172708408	0.0131467714727	0.0180376840609	0.347449233349	0.127146200719	0.04345454294	0.385592876928
</S>	0.0374143076808	0.0417025879824	0.129965217222	0.241269823265	0.102225011724	0.054735046362	0.39268803809
