 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
a31	0.144324754078	0.0888189065992	0.01824989429	0.0182598533957	0.0104511319553	0.0040718875	0.350882117787	0.0727906815089	0.282659702715	0.00949107743025
a28	0.014811539063	0.101415524405	0.101193230487	0.0405251844005	0.00345298554958	0.0216126079645	0.637058442	0.0309391627509	0.021087181588	0.0279041317034
a24	0.0461548476572	0.153293737049	0.0356943246112	0.0455091825835	0.0194609758312	0.01914869648	0.37979900796	0.0292673712106	0.116724380145	0.154947484719
a28	0.0809390633348	0.148306672703	0.0134742636914	0.0035454052239	0.0035650201414	0.00318232595	0.346380581292	0.0293093551413	0.226131288905	0.145166095571
a31	0.111835263459	0.194343542812	0.00675344843652	0.098434110787	0.0181070312026	0.01200740138	0.281091192867	0.0340857619301	0.0982219597412	0.145120299283
a20	0.261421955964	0.100150914004	0.0665873135691	0.142973640686	0.0376054277466	0.04712395741	0.255352900119	0.0461306064918	0.0260783246627	0.0165749966023
a31	0.18450425958	0.079721479604	0.0121274683994	0.147003936342	0.0836269101848	0.01921259882	0.229050559449	0.0204769451342	0.063771629942	0.160504221127
a13	0.230017090048	0.0274788070448	0.035116281184	0.182078221008	0.0171203429628	0.015050368768	0.399600024377	0.042682880337	0.0338531968072	0.0170028147789
a31	0.18274008157	0.060962179526	0.013442298662	0.05674080521	0.1219817623	0.028864353488	0.159295702228	0.104358671008	0.101498538492	0.170115617177
a41	0.225820262695	0.0243044539997	0.0138593597093	0.203534278273	0.022102924068	0.0194857096307	0.385248965946	0.042436199649	0.0344554909729	0.0287523405185
a33	0.174698152485	0.061604447428	0.0104981766788	0.0321421798674	0.071698820894	0.027684816762	0.0844434693072	0.0869460865045	0.149064991832	0.301218908435
a8	0.251850016413	0.0582898593188	0.0142284260186	0.0359974308134	0.027270458452	0.0345091080894	0.024656537146	0.129551550764	0.116971078157	0.306675509415
a24	0.273037980786	0.0446721196526	0.0140624263552	0.0169396474948	0.02624853419	0.0347975543722	0.0301702445572	0.0664732999722	0.164964745807	0.328633459896
a37	0.314342075151	0.0700460146035	0.0090905518042	0.020737647724	0.0245016034193	0.0298070961762	0.0489522163008	0.055105496755	0.0823042046336	0.345113070889
a5	0.339457369792	0.0686577924849	0.011333142	0.019538753946	0.0218141846822	0.0377319534492	0.03621821911	0.0471792964554	0.0751167444618	0.342952550043
a31	0.317901615177	0.0774409176326	0.012276068858	0.022536468558	0.0257171717	0.0368766378796	0.207530976741	0.113485633276	0.07027539703	0.115959122193
a20	0.255601636197	0.0555688073528	0.0108236923889	0.035827717032	0.03230830926	0.0888605795893	0.20909155392	0.021980365708	0.0370847956504	0.25285256381
a31	0.18181495886	0.096971851225	0.0227072358338	0.0219535338957	0.0451275041568	0.0327666952124	0.043437667766	0.123088041604	0.18559335304	0.24653915458
a8	0.142617440055	0.0926410635715	0.0151915925008	0.0248802146592	0.029196222592	0.162359724984	0.17614062532	0.033223116826	0.086583844092	0.2371661684
a31	0.127306042292	0.110814586387	0.0596347525653	0.0416496575349	0.051892486963	0.0400130157004	0.018401630832	0.06042774352	0.224626454	0.2652336485
a20	0.12467133984	0.105256163774	0.026107971702	0.037993814268	0.04211278426	0.170450765262	0.15657246096	0.039826427784	0.09142615582	0.2055820576
a24	0.111319658574	0.138038149509	0.079732777639	0.0441616854855	0.0582230962473	0.0386845281914	0.0200865622554	0.04972259164	0.14745116354	0.3125797904
a31	0.177919566322	0.110830837105	0.149074050169	0.0176634773946	0.0624171313412	0.0378849061592	0.012152096932	0.038980483012	0.0852565208	0.30782093126
a37	0.114555936799	0.121884264069	0.0269893511932	0.033367822754	0.038668539772	0.178064168421	0.150545038612	0.02713017882	0.076461435794	0.23233328868
</S>	0.0776405103812	0.135570901125	0.0764079706131	0.058152230456	0.0471606975291	0.0260852060726	0.032028778434	0.04969350378	0.16682087912	0.3304392952
