 	sto	e	cucino	</S>
a31	0.227883776487	0.177607810833	0.38688972665	0.207618683159
a20	0.618195799335	0.01181377396	0.320298119262	0.0496922873096
a31	0.3122177524	0.0929100162579	0.452549560873	0.142322632219
a37	0.510812965621	0.130520684713	0.348759520917	0.00990680402878
a18	0.24356367247	0.123942597453	0.506675138466	0.125818590495
a31	0.24296891121	0.126109187674	0.443265725928	0.1876561771
a20	0.565782982447	0.0163199772742	0.3954320389	0.0224649786118
a31	0.118521808893	0.106758823863	0.410675287402	0.36404401534
a28	0.24450019539	0.144038144239	0.368466700002	0.242994986984
a33	0.0644547771629	0.181152051223	0.2630185288	0.49137465219
a31	0.0557802611315	0.0478591925931	0.36155007026	0.534810524
</S>	0.0184045647204	0.00188781273841	0.3980960524	0.581611555576
