 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
a46	0.0008961270052	0.248352700934	0.0427511515134	0.061107251921	0.3523835839	0.035356946464	0.0356414539426	0.00768246044	0.00164507693136	0.00842715880614	0.205756110606
a31	0.0218568592001	0.13809913976	0.162394127886	0.0433002	0.1405107753	0.051535295072	0.0071251617118	0.101368292119	0.0149091240987	0.204307228062	0.114593797415
a17	0.000531831329523	0.080495147045	0.102578374044	0.00306790918791	0.0481823061902	0.0600987914019	0.144954890212	0.188925136086	0.00145261606374	0.053106211319	0.316606815194
a41	0.00604371068696	0.139318353425	0.0626180401578	0.004622343486	0.19935462748	0.017681147854	0.034162304714	0.049707111222	0.0017771073815	0.17706678351	0.307648481482
a31	0.0357549321203	0.135954999019	0.101400337887	0.005048719852	0.09241430358	0.033045882701	0.0213689436108	0.0510348023861	0.00270155073508	0.186029630297	0.335245885553
a38	0.00551226558838	0.130063301707	0.103241276686	0.0213565517038	0.0583736227027	0.0225290045098	0.251355646739	0.0675442289985	0.010357233794	0.008724175312	0.320942662573
a31	0.031167158438	0.2079671927	0.0852861221258	0.00640594047928	0.07468184186	0.01121096756	0.056948654896	0.103310135118	0.00439153928978	0.13891395912	0.279716484367
a17	0.0156667619201	0.0779503623756	0.116335806391	0.00882913468635	0.219572567241	0.0195065730286	0.200830521461	0.0886732059109	0.0160962149501	0.00727713198	0.229261751558
a31	0.0211775885762	0.133911500693	0.0582454014988	0.0111955684075	0.1820917036	0.0638856798	0.0250953507812	0.09849760622	0.0022807540302	0.153846592585	0.249772241759
a39	0.000364352310414	0.077123114953	0.00459082463088	0.010126874959	0.23485531427	0.0418015878223	0.296777381291	0.021616064206	0.0197939621483	0.088950075652	0.204000478017
a35	0.058172348649	0.069133439781	0.0189917450001	0.0138418329606	0.22415783205	0.09674315224	0.0370268357176	0.055455074942	0.0021188443676	0.171856392754	0.252502541532
a31	0.00776542287911	0.0741610900169	0.021345184211	0.0101052930824	0.184546493994	0.08284898898	0.110464886459	0.056967602926	0.003242687408	0.218922833607	0.229629501125
a46	0.00100973570485	0.0483665303701	0.0137051007495	0.031567841574	0.10836324425	0.11977508735	0.252451575591	0.0266358031719	0.0259657543442	0.120258363796	0.251900954904
a38	0.0182190445203	0.0333232099364	0.00817752552959	0.0143411558184	0.06790143698	0.16581074956	0.193100566152	0.063686821098	0.0010618905312	0.193311339487	0.241066242939
a13	0.0104958974402	0.0561056361062	0.0447712667654	0.0493768460313	0.10639755388	0.12638515256	0.203949551108	0.102712802288	0.0117804595986	0.0546408463728	0.2333839961
a11	0.00682220666056	0.0822060768559	0.0641373405547	0.0550055419878	0.10324433682	0.202485975766	0.201752107379	0.051772485404	0.001961273499	0.0182067956308	0.2124058354
a13	0.0088611425805	0.0365943639139	0.0456171292147	0.0475879798337	0.07902599646	0.232142856332	0.222306979019	0.03935544972	0.02767935629	0.0360983349848	0.2247304368
a31	0.00975033920032	0.108537486083	0.0410949208918	0.0487800056433	0.08189816088	0.20254926036	0.19289055887	0.048996536872	0.005306250762	0.016232135878	0.2439643488
a49	0.00027076179462	0.0209616309771	0.0177630401376	0.0204776848155	0.0455232051858	0.055553754858	0.0107590498965	0.20540976596	0.0413622988404	0.163276829347	0.4186419968
a13	0.0274961568001	0.0324482645953	0.013307925269	0.0206556329265	0.06807985496	0.22844791286	0.196396261431	0.103304407139	0.0081825848956	0.046393071868	0.2552878794
a20	0.0565593413	0.0182014482541	0.0282077283228	0.0373293426791	0.01776829424	0.16556008078	0.17460255956	0.06634828549	0.0185487541092	0.0126587164464	0.4042154556
a31	0.03316960136	0.0239539491802	0.0294856150337	0.0402403402608	0.04027500016	0.16445673516	0.151135939512	0.0631162616612	0.027137359838	0.027269346834	0.39975988
a8	0.00182957894001	0.021686291707	0.0111638193094	0.0125878624778	0.0156485942312	0.08164048965	0.0316203680097	0.205279054154	0.0251248215688	0.119721888944	0.4736972336
a31	0.0760567125492	0.014899314379	0.0385311306669	0.0555438090381	0.023235415468	0.064495685876	0.0652281868579	0.163532900716	0.0532127892069	0.0983185910496	0.346945452
a45	0.00326476580803	0.0349777766732	0.00931973216402	0.0118526128435	0.0110585363386	0.038326784672	0.0713768700781	0.194010920718	0.0082984728883	0.0845319610052	0.5329815784
a31	0.0167959225666	0.017684432496	0.035635004177	0.0547442377258	0.0178213776518	0.0410696279718	0.0936570444076	0.10031463875	0.0861598586641	0.0592767534162	0.476841092
</S>	0.0128029225984	0.0437429845225	0.0292870567948	0.0451581919642	0.00835586065	0.03714791646	0.0557987320815	0.143874190221	0.005943313834	0.0469138456439	0.570974996
