 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	0.0483183911046	0.2467700032	0.0867671752696	0.0679766122769	0.167743405063	0.0437434057206	0.0837929696102	0.2145897068	0.029057283048	0.0112409942086
a39	0.00257825111746	0.202396806325	0.0715841288374	0.0160835561996	0.219966324866	0.0550988378209	0.107976026515	0.0652742029922	0.252709178538	0.00633266581028
a31	0.139945434254	0.0545759170635	0.0142761385281	0.00503567566024	0.230594730389	0.127379947278	0.206397640936	0.0137733123156	0.164660974128	0.0433602218373
a14	0.0214762804152	0.14654453422	0.0449111987844	0.00166444409072	0.0614038310346	0.173729282592	0.148680093368	0.055297624002	0.34292156255	0.00337114289417
a41	0.186919131332	0.0305396669567	0.003363028514	0.0056692951016	0.202944233401	0.16132344984	0.179484559117	0.0124801555918	0.174776055025	0.0425004416521
a33	0.200097184413	0.0268331170374	0.006680787247	0.0097725254838	0.205217660681	0.109184334541	0.130933438486	0.033381633561	0.212623290308	0.0652760621391
a20	0.254238139678	0.009638728851	0.0033649932648	0.0042414172846	0.198276737246	0.10411937768	0.013122077162	0.020831028964	0.30740096784	0.0847665182449
a31	0.346256966421	0.00292274005929	0.0042004156924	0.0019446627283	0.192637372459	0.0500027934872	0.0369095655142	0.009375903332	0.26757909435	0.0881704443701
a10	0.261517267837	0.042970586464	0.124126684896	0.00893504485616	0.0313710183823	0.1309151426	0.00629644447394	0.01346350133	0.3571622911	0.0232419847799
a31	0.201245569064	0.0158296511054	0.018165353366	0.02703469249	0.2251476613	0.103204716086	0.075454052008	0.03385690178	0.21440682012	0.085654600108
a46	0.0230350567776	0.0575619567118	0.0850032998429	0.0253698436168	0.114158039782	0.151388675283	0.0602610573411	0.113513518952	0.3435605468	0.0261479777284
a31	0.168559722999	0.0290233191521	0.020553897658	0.017871574354	0.2592771752	0.061550609842	0.0861986038012	0.068471184704	0.1664914752	0.12200246668
a39	0.0184135572357	0.047620018809	0.0258809886133	0.0244776398262	0.205658517672	0.0769107026223	0.077432528818	0.112329645528	0.34614327606	0.065133102233
a28	0.168358827454	0.0618582172826	0.0227610099988	0.016820233813	0.222248852732	0.0451103712308	0.074279397661	0.056033054204	0.2000969504	0.13243309524
a21	0.228300786654	0.102270739908	0.0274668264265	0.0443956086944	0.04673938086	0.0186476501668	0.046774884722	0.058505369904	0.239169901846	0.187728888897
a24	0.164761622852	0.127182516704	0.0466746407839	0.0393884979899	0.07819745916	0.030064041152	0.036987380752	0.038071620234	0.23173930652	0.206932903886
a46	0.195752437688	0.054006029281	0.0261375783058	0.0686021755325	0.111389942391	0.007023969086	0.02426641652	0.0310674118258	0.270740835206	0.21101322265
a20	0.1553233593	0.133930334881	0.0322457399001	0.0176976143292	0.02152132924	0.022206516398	0.059504171826	0.05286060576	0.2560746686	0.2486356338
a31	0.1696001808	0.211930726462	0.024894500156	0.0121749166953	0.0102902193948	0.0318267247532	0.023913934346	0.023680189014	0.3555265964	0.1361619997
a14	0.0751786845064	0.199456801277	0.093050447866	0.0170189822535	0.0044241312432	0.032148835949	0.008440035468	0.028392388538	0.2358476626	0.3060420826
a17	0.179155787556	0.127415691041	0.0304240717662	0.0466781570735	0.022810029024	0.00679415768	0.0774197235812	0.05842873323	0.26194736448	0.1889262759
a31	0.144642473058	0.1900902532	0.0290868355015	0.0219507182263	0.018925788444	0.00576653563	0.032017737544	0.043683174442	0.22317219324	0.29066428086
a11	0.108526782177	0.141653624197	0.0812280224569	0.0428136089071	0.022752278898	0.0473012907694	0.02310404354	0.0461513994432	0.24953799252	0.23693095528
a18	0.15464462968	0.128378112122	0.0352942736982	0.0390274824561	0.0446916535328	0.0044973629288	0.0538804302984	0.062218421688	0.2028373974	0.2745302276
a6	0.078473283394	0.173177840885	0.0209401545234	0.0160212467087	0.020739290744	0.007296043612	0.043600554512	0.068173558956	0.26397406912	0.307603977
a8	0.02096099352	0.17847829098	0.0195553348602	0.0152319609748	0.01656445422	0.013217182352	0.040708932914	0.063261973066	0.314462742	0.317558118
a31	0.01313719278	0.187565488244	0.0248573479609	0.0193923547568	0.021508193688	0.01309644353	0.035270961278	0.0561628258	0.32212149	0.306887726
a24	0.0918764426878	0.104454548839	0.0660905981685	0.0265737529618	0.008758141332	0.019467774802	0.0112517027	0.03261767472	0.2636268886	0.3752824375
a37	0.12182904687	0.12916692513	0.030402291764	0.029415318047	0.0255219462414	0.00326265409923	0.0510592847352	0.0673426767314	0.24643971786	0.2955601354
a38	0.164098988736	0.101831196588	0.0230894252096	0.0179416785122	0.020775806612	0.003741991056	0.028292854672	0.0500450081632	0.1977570022	0.3924260252
a31	0.06579964019	0.127437029647	0.0292048540702	0.0325545120649	0.02249539564	0.005770048687	0.072961527654	0.0494445932432	0.2645483041	0.3297841062
a11	0.156657345977	0.0722189036188	0.0495654403962	0.0176449513061	0.006865908254	0.006356507588	0.00693191514	0.025219118308	0.2475831506	0.410956751
a31	0.121120675208	0.121186969227	0.0306699713103	0.0312146174196	0.032339229574	0.0034674208028	0.0442816422656	0.064552575294	0.195885512	0.3552813552
a8	0.152523545022	0.0647286674522	0.0285811945196	0.0141200447681	0.008359339142	0.0066371829034	0.01022891259	0.0258521598308	0.2282589562	0.4607099824
a10	0.0527954718613	0.109225777518	0.0308566246344	0.0285995004246	0.0438677451452	0.013725453001	0.0608870522663	0.078504877282	0.1938336452	0.3877038714
a18	0.15680785044	0.0484054752823	0.0200048432915	0.0188390990397	0.0210623609884	0.0033577211904	0.0179124850136	0.03762504493	0.2242730744	0.451712078
a31	0.0755803824515	0.0786927512649	0.0351057114123	0.0376289185603	0.0349981216048	0.0047218833202	0.0981137790866	0.0521221973212	0.23799529268	0.345040962
a11	0.155772736011	0.0440676608095	0.0167872163713	0.0104306024337	0.007687242159	0.005784645758	0.00935155112	0.020191532984	0.247589217	0.48233764186
a10	0.123577377762	0.0929564773462	0.0319671191257	0.0337244338144	0.0381701790788	0.00358146394706	0.0422456076427	0.06189657978	0.1870523466	0.3848284664
a1	0.147676168338	0.0789598020546	0.0179671699187	0.0158515375464	0.020770058054	0.0029282083954	0.021507885613	0.03965842402	0.3090045736	0.3456761684
a41	0.0265293949098	0.203114972966	0.0373623107524	0.0217463746764	0.0373333860428	0.008106276932	0.0305989277406	0.063837579888	0.2733521156	0.2980186632
a31	0.0441346754121	0.0968945236522	0.0130144067259	0.0100374567359	0.0159496491302	0.0048863740004	0.0189291509524	0.040180758064	0.268067448	0.487905566
a8	0.102451302167	0.0786177875157	0.0210263534187	0.0163803209477	0.008177149074	0.0067785264814	0.00829684632	0.01838040339	0.2608992736	0.478992062
a31	0.0358325027125	0.151841684336	0.0313192560129	0.0285534648293	0.0386637927035	0.00829154900602	0.0431594383116	0.07202279058	0.1967711692	0.3935443752
a37	0.128665877369	0.0613256321538	0.015855508009	0.0122411388595	0.009848118105	0.005677816762	0.007925986492	0.014260536	0.2361159702	0.5080834404
a8	0.121321229654	0.0826587030372	0.0334708360272	0.0338192554948	0.0405366578342	0.0034501582157	0.0334769303117	0.055569453965	0.1393858926	0.4563108802
a39	0.0179963591082	0.179953583689	0.0150955063599	0.0132066438294	0.0154959816563	0.0082212323316	0.0233761024846	0.041541095454	0.221296624	0.4638168526
a31	0.035900766153	0.119919118069	0.0333656295468	0.0258034513133	0.0367610897205	0.0049371269648	0.0243644064674	0.046742988815	0.2421980644	0.430007362
a39	0.101859945084	0.0755978739931	0.0164756158147	0.0117681290324	0.0068304136128	0.00586775192216	0.008056060776	0.0146723341568	0.2338685276	0.5250033746
