 	qui	dentro	vuole	un	tappeto	</S>
a31	0.0635396868296	0.511065700435	0.0083892095792	0.101875464904	0.0724136358648	0.242716288737
a18	0.029763001747	0.0065673422168	0.277877260889	0.22319955186	0.274348672137	0.188244157426
a10	0.0831097691058	0.194619426029	0.123410466762	0.105196336152	0.335288482868	0.158375531905
a31	0.288594126292	0.0819362428232	0.0197582024782	0.0710770883017	0.336012504502	0.202621854896
a14	0.111962034649	0.0907844882329	0.0597856462573	0.257502138506	0.325390857452	0.154574809758
a31	0.199459971747	0.163061119887	0.166699709516	0.0304362615438	0.343239219188	0.0971037435285
a39	0.0134934331371	0.216586460013	0.0468328121636	0.402824314122	0.273796268414	0.0464667587369
a31	0.16163886952	0.257523740383	0.060586755146	0.19316832692	0.22685585417	0.10022643278
a39	0.0189855172961	0.277480211551	0.004642516565	0.45195171536	0.20500800919	0.041932036935
a33	0.202964995795	0.233464022952	0.0925959662692	0.146517739	0.14188698482	0.182570315951
a31	0.0847317679049	0.207665013883	0.0929289764598	0.179091257	0.20753995668	0.22804306118
</S>	0.0741855249278	0.336084849784	0.00546882743135	0.185116735	0.118960728157	0.28018333338
