 	Anna	ora	sta	vicino	a	me	dormendo	</S>
a8	0.0441979384835	0.312868491481	0.00815567437906	0.221853987882	0.195019882416	0.19413897649	0.0122641700789	0.0115009132819
a31	0.013827256102	0.21329158373	0.16849730248	0.236364373143	0.115976372448	0.174520010852	0.0373139890492	0.0402090931467
a8	0.0250867307619	0.229090663435	0.0847160926696	0.295439483448	0.08046158246	0.200752226091	0.0810698011157	0.00338342549428
a31	0.139767711704	0.198731113044	0.06011391336	0.237495508626	0.0265495081693	0.110375736382	0.197111270657	0.0298552198807
a17	0.113989848332	0.158285269272	0.0817244427102	0.085134203021	0.15572287789	0.320008554817	0.0740317361867	0.0111030857536
a18	0.243481971901	0.230732820404	0.0763845362102	0.0102154898698	0.1331065314	0.147852807856	0.105130920866	0.0530949781644
a31	0.20984400292	0.183673193715	0.104272733602	0.0272252348044	0.105749975797	0.157512789013	0.156846177392	0.0548759423186
a17	0.243471176066	0.192860338069	0.0208278320608	0.085358231188	0.075985312086	0.335308586816	0.0418025534308	0.00438601265187
a30	0.178995924281	0.232828506888	0.148144091348	0.00853971148	0.0635127607348	0.14562002339	0.149951580563	0.0724073982086
a17	0.182666628426	0.163667800311	0.161993453072	0.009603770144	0.079439204664	0.168911035028	0.168201790563	0.0655163047923
a39	0.18300114833	0.23284990967	0.0844570508954	0.02354940984	0.048105721656	0.128616921674	0.162167831185	0.13725202003
a17	0.177151286444	0.25642734689	0.0796358807563	0.012734120926	0.029308638504	0.071013194677	0.14989445639	0.223835051089
a31	0.1732999344	0.21119917224	0.0847989371636	0.015932783296	0.03128064056	0.086566883178	0.167905541095	0.229016131296
a17	0.0463322675855	0.293083721822	0.0961055841502	0.096675392368	0.0753832819	0.1815043558	0.0566270795328	0.15428829926
a20	0.162007079455	0.240213902667	0.0702036768263	0.020826886826	0.059692767444	0.06439349592	0.146024235689	0.23663799542
a27	0.159632335498	0.258583990556	0.059177100342	0.01479973281	0.03769350114	0.054246589627	0.140673234641	0.27519351996
a20	0.1612281082	0.2004256375	0.119774650251	0.010792221948	0.0320067819774	0.0536340727774	0.142729607355	0.279408916044
a31	0.14797022218	0.238677195336	0.0429289167648	0.0083720025704	0.022002562373	0.060632738216	0.154650313029	0.32476603718
a18	0.01378823377	0.393270664485	0.0494390161186	0.078810183218	0.02202594278	0.0725821752534	0.11428648808	0.255797295708
a31	0.156886400168	0.144982164399	0.0921856880706	0.0438871309792	0.080194512994	0.08504371616	0.17751441325	0.2193059507
a13	0.00204848361	0.21029447431	0.013735652223	0.188400824513	0.005266983226	0.142144029307	0.08988527228	0.348224267176
a20	0.128182917332	0.169074198047	0.120429204275	0.0482588782102	0.057138468493	0.076454554658	0.15612021356	0.24434155158
a31	0.100848122323	0.199549891549	0.0463312516425	0.067994576808	0.0178116224606	0.10479256131	0.13839741448	0.32427457434
a28	0.00149839903404	0.219576203528	0.0305821417887	0.208648862435	0.00688375436	0.179496414239	0.048764507164	0.30454974124
a31	0.116497353889	0.107798520241	0.117252139634	0.0891548697922	0.0447870979008	0.0988071714	0.143211221	0.28249165514
a8	0.00650968805884	0.187517125527	0.014453266692	0.190822829975	0.00334416097096	0.198252562083	0.04429339096	0.354806987556
a17	0.123914664675	0.071225058755	0.0961383533037	0.126034569081	0.0545656566297	0.08643176964	0.1466499346	0.2950399966
a8	0.0268745824929	0.147845787185	0.0361899786645	0.163501626434	0.0107637458597	0.101208576708	0.1372066524	0.3764090194
a23	0.0288258296009	0.153032295902	0.0660494605023	0.20157319838	0.0369318998634	0.08374077912	0.1273157928	0.3025307708
a8	0.0125754616426	0.161024540046	0.0306671438632	0.17396502444	0.010276699715	0.09952360174	0.1272955768	0.38467193
a20	0.0207364699597	0.154788198508	0.0563845733397	0.195375097738	0.027446027928	0.10386677066	0.12278877806	0.3186140834
a31	0.0652418162284	0.0889682518836	0.0448444615618	0.17238327652	0.0108079240708	0.078513555568	0.13112546626	0.4081152632
a39	0.0195588746762	0.187530998348	0.0118773161341	0.140297257682	0.0051247856864	0.139986398502	0.06925126004	0.42637311678
a18	0.113948149236	0.0496713220556	0.101565278057	0.150634285636	0.0508277606332	0.09014933658	0.1441679083	0.2990359344
a37	0.0448179400785	0.128414438024	0.0469107424857	0.139764394102	0.0130067636772	0.10527310513	0.1459486254	0.3758640528
a31	0.0917978683927	0.0720725770701	0.0599052246237	0.144719660007	0.0178143522354	0.06950513348	0.1506369936	0.3935481864
a8	0.0217183645953	0.203067842761	0.0167201568713	0.0788495894066	0.0075826117232	0.115140769174	0.09040233254	0.46651831638
a23	0.0814797260737	0.0833066714408	0.0983165083768	0.110890403686	0.0434175929613	0.11222869004	0.1559454468	0.3144149346
a37	0.0198016948538	0.139447090044	0.0541628759551	0.1129536646	0.0125555163636	0.10060948074	0.14042482384	0.420044852
a8	0.0647862285998	0.122688356945	0.0680066283761	0.165302583498	0.01891482185	0.081963377926	0.1403861012	0.337951918
</S>	0.0258610835872	0.157955107784	0.0420284733706	0.0744819784669	0.016116424849	0.08774667147	0.15847759134	0.4373326444
