 	è	che	stanno	ancora	svegli	</S>
a31	0.0214852925858	0.0684632809412	0.341687945362	0.32278418034	0.237870495276	0.00770881571098
a11	0.206383756491	0.0827930167389	0.076978212248	0.204700515396	0.396527308705	0.0326171876062
a7	0.133474095028	0.210137854024	0.18153339918	0.117918982122	0.30936346012	0.0475721931055
a24	0.159990887299	0.241260271678	0.157792795734	0.124890615032	0.2279172294	0.0881481955986
a31	0.0883376475668	0.262575616929	0.191017474162	0.070028187042	0.22766954631	0.160371538945
a20	0.11856465315	0.16009315855	0.144167305622	0.20255183814	0.3711106792	0.003512339828
a31	0.0625836336299	0.150301853877	0.07007696684	0.28049554696	0.3607741347	0.0757679000172
a46	0.053591158399	0.125755669467	0.192560204276	0.1252487206	0.4200700126	0.082774250666
a41	0.129850679873	0.098330982425	0.045909455751	0.10361988182	0.467797924	0.154491079992
a31	0.054895143776	0.202794697068	0.0528926378757	0.03427558402	0.51466796826	0.14047399656
a33	0.0110516428983	0.17677656733	0.169207431079	0.04927954936	0.253627973	0.34005683866
a31	0.137414342202	0.124811534933	0.0668637620088	0.074820582028	0.34568939412	0.2504004106
a0	0.024830972329	0.177543354937	0.161730405549	0.06440032818	0.2500096142	0.3214853504
a31	0.192120800217	0.109538268034	0.0486833213481	0.0560736289922	0.26779953741	0.3257844261
a20	0.051224214119	0.151207330671	0.158075834756	0.0792777983228	0.25013796746	0.310076868
a28	0.151142902279	0.102551547414	0.0381503214486	0.0622816656774	0.24058765742	0.40528590248
a11	0.162234674366	0.106432127977	0.0310245645438	0.10189841443	0.290433112582	0.3079770941
</S>	0.185546414093	0.089750216264	0.0359566104607	0.0756031244108	0.324819396837	0.2883242292
