 	ora	che	loro	non	vengono	più	</S>
a39	0.366130492867	0.0317496975124	0.262338038098	0.105098376577	0.00627250449053	0.0852566987579	0.143154177158
a20	0.28091605085	0.12365046198	0.183660978124	0.0115844791332	0.0257233224734	0.167631039634	0.206833701563
a13	0.161679022882	0.238487481624	0.19417219607	0.04514559146	0.0294910304607	0.125397280547	0.205627383889
a17	0.305929715632	0.145846320477	0.0633741102234	0.042064631386	0.0125641888829	0.125130768972	0.305090279163
a39	0.346486771847	0.189368061777	0.0331677590004	0.029992139391	0.0050338833097	0.0832159695688	0.31273541539
a8	0.25138780108	0.333058950669	0.00428935167577	0.00912548931206	0.00717124438625	0.0599751828045	0.33499200668
a31	0.203113848431	0.19921751457	0.0113243740751	0.0162573829542	0.0347114105103	0.193813472128	0.341562035668
a15	0.371605407548	0.223600900571	0.00248850174665	0.0014606360298	0.00198283246648	0.0792487753087	0.319612959576
a38	0.362815811938	0.22094725475	0.00427345870524	0.00337722967779	0.002733371732	0.0672367204609	0.338616124992
a31	0.286617802892	0.100760733965	0.0211165213188	0.0152553767788	0.0155662541044	0.172105141252	0.38857816701
a13	0.412911879855	0.11669120125	0.0134109822908	0.0108225023321	0.001660209748	0.12606975891	0.318433460216
a20	0.318719998151	0.105021149376	0.0506725201238	0.0183580488574	0.0192523016089	0.1372110842	0.350764897285
a7	0.381437482064	0.089773823724	0.00570641434626	0.00574068322096	0.0243988396335	0.12791150588	0.365031247502
a11	0.341445767452	0.1775409342	0.0105594999143	0.016707712629	0.0204141724722	0.07837435055	0.35495756445
a24	0.40975067636	0.12654108598	0.00972890647834	0.0097659147884	0.0286393649803	0.065822595038	0.349751417163
a15	0.34811192338	0.13005874303	0.0166031427159	0.022194765397	0.0476262081687	0.05371942032	0.381685768981
a24	0.387884805184	0.108122968272	0.00958613924308	0.008876146484	0.110456761352	0.079576412008	0.2954967696
a31	0.3096154449	0.10429111718	0.0261065850478	0.0304162308312	0.0954334078622	0.0483446225544	0.385792595809
a0	0.47408094878	0.071441342956	0.00553475938293	0.002905169746	0.13925206282	0.053345259284	0.253440523129
a18	0.296109359896	0.101652798981	0.0708614613904	0.0129514897016	0.155897209233	0.121719041552	0.240808627236
a31	0.172057436826	0.029498367206	0.0291167323076	0.004025402069	0.310983265416	0.216793198308	0.23752556708
a38	0.41734573894	0.085678814766	0.00783454111871	0.006934856866	0.18687313762	0.06836425384	0.2269686892
a31	0.0607546756015	0.0370633395857	0.082196849878	0.013887914071	0.348747708269	0.2662788434	0.19107067082
a20	0.230533993069	0.0332041189334	0.00681350196145	0.0059051036054	0.1811940684	0.1488310247	0.393518186
a31	0.0375393216849	0.0446040147929	0.12355489928	0.0156244819759	0.254957166107	0.282295542492	0.24142458284
a35	0.154607868758	0.0261180544086	0.00510155808392	0.0025915610866	0.148132023568	0.22711887454	0.43633008
a31	0.0273155145459	0.0351453554498	0.137265463879	0.0186567309142	0.286795719906	0.2807627564	0.21405844826
a18	0.139097545719	0.0223532937211	0.00409767235417	0.00135890935252	0.15593051102	0.2774539794	0.3997081132
a31	0.0408194310651	0.0297402887919	0.155600142967	0.0217743957161	0.25930315093	0.25407262278	0.2386900146
a46	0.136138661617	0.0214900698851	0.0038587654566	0.00135008980254	0.15939600074	0.3197221792	0.3580442374
a39	0.0483175698942	0.0309067082196	0.195876180379	0.0191907868519	0.209633959304	0.2386478145	0.25742697612
a31	0.0475464342851	0.0606104465534	0.0697181973762	0.0079635430224	0.17032645176	0.32426273256	0.3195722064
</S>	0.021132142056	0.00806296127761	0.0390015470477	0.00165712950424	0.209118872132	0.2637589962	0.457268362
