 	non	sapeva	dove	a	stare	</S>
a20	0.237352055169	0.012716029836	0.23897894128	0.1100058566	0.131947650758	0.2689994517
a31	0.013624992955	0.208157779717	0.4994847432	0.224200667386	0.03762623326	0.01690558324
a37	0.0515963401555	0.180267968651	0.337185185111	0.21554480932	0.09531647726	0.120089210626
a38	0.227716815594	0.0424540141092	0.295143315927	0.158770246129	0.111046586155	0.16486901249
a31	0.20747646693	0.158062008894	0.219012932488	0.24186894718	0.08395941826	0.0896202317248
a41	0.170925501761	0.194445392393	0.206123048733	0.2241180243	0.11683347506	0.0875545981318
a10	0.0724618890066	0.141299545041	0.021939420288	0.1296250516	0.3468270428	0.287847039626
a20	0.210746644005	0.101991510956	0.026953413208	0.0259258498	0.28913316	0.345249391204
a9	0.0397064749801	0.09869759959	0.0369236581849	0.02324732152	0.4227391888	0.378685755732
</S>	0.083310282908	0.11571689189	0.0117903180206	0.04965324826	0.4417902002	0.29773906473
