 	e	che	cucino	</S>
a31	0.491955254375	0.01085064046	0.384273702131	0.112920395878
a24	0.529629653039	0.206473504494	0.254656534504	0.0092403096074
a31	0.298796104771	0.216070776904	0.457909548039	0.0272235944824
a11	0.482936086392	0.163530838716	0.287603181722	0.0659298866139
a46	0.380678114335	0.0275922490172	0.40622003118	0.185509587353
a41	0.399174944037	0.18356971092	0.118257522169	0.298997807789
a20	0.509909708584	0.0398504981312	0.07705804264	0.37318175264
a36	0.322928772435	0.09871659702	0.2063920198	0.3719625812
a31	0.100195584313	0.045756058572	0.325594904	0.52845343
a46	0.0591161428633	0.00555517910483	0.34233127285	0.592997401
</S>	0.137403446442	0.0640790873103	0.1608465108	0.6376709328
