 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
a31	0.0584242413191	0.0594071214877	0.0491746469298	0.036539692566	1.283246689e-05	0.0006579124732	0.00230514292687	0.0217031754395	0.147056327321	0.0176304564162	0.00213536230145	0.175781236743	0.295153616329	0.0876076667207	0.0464105983582
a10	0.0574479552528	0.200536857012	0.0236658982328	1.912975056e-05	0.000379043597064	0.00776950852364	0.0226817632081	0.0218675610167	0.0566681406005	0.0601432148753	0.0289347356744	0.0185085677532	0.22819333212	0.224272378	0.0489119219584
a39	0.178690487053	0.0368809739811	0.0193939606081	0.0021090642586	0.00615849334725	0.007286593738	0.0389683317836	0.00505426549019	0.0847457099062	0.0437138610928	0.00479527387002	0.028175733172	0.159797932865	0.352422069198	0.0318072339867
a31	0.195757868098	0.0168976027871	0.0142519448792	0.0059346173632	0.00135561528111	0.001355378832	0.0180256022868	0.00172273270216	0.0758357854214	0.113875030849	0.00929835622348	0.0119467925	0.155398383158	0.360088211212	0.0182560861194
a21	0.191910791117	0.00775161439112	0.00403689991444	0.00193981164827	5.92725358259e-05	0.000268119537674	0.0025625385937	0.000998251616892	0.015539087516	0.0243486595846	0.073899615219	0.148199653967	0.212694180081	0.237099878778	0.0786916697068
a31	0.201786651774	0.017934978866	0.02984449528	0.0214153675	0.0255448440583	0.00724111603026	0.0578874472168	0.00383968074224	0.0596071873519	0.022072817326	0.0234903287191	0.0297525467086	0.169810691079	0.308794588787	0.0209772352568
a21	0.197556516527	0.00480876895605	0.0374669986793	0.019532923318	0.00120176935209	0.00273618221161	0.00755015202103	0.00282716039592	0.00496300455404	0.00847775400274	0.0170121310705	0.24375453788	0.148247234251	0.272092375852	0.0317725052442
a31	0.20217751492	0.00494155084196	0.012535231134	0.04337773652	0.0864904884269	0.0166973164704	0.00993929747593	0.00894562352802	0.0380510696664	0.0251260206638	0.0231119834312	0.051184481968	0.214796637227	0.239195522586	0.0234295436678
a28	0.193042421667	0.00705459764432	0.0368234494528	0.0629268408672	0.019490260519	0.016684768164	0.0585878514846	0.0169935664544	0.0505728861503	0.0256360175854	0.0168685828513	0.0316657156166	0.166962423679	0.25231359734	0.0443770312693
a31	0.180625868685	0.0195002480485	0.025578657584	0.044614474308	0.0690934669836	0.048951791775	0.00889691941765	0.00679611266836	0.0180127891216	0.021805273306	0.0120217991921	0.0214418938384	0.293085172966	0.184780547248	0.0447949836168
a37	0.197705037643	0.00410562577388	0.00525989748972	0.0220539928957	0.018502363133	0.0270293796964	0.0783762843776	0.0233755041868	0.0601572265899	0.017735544836	0.00790932235737	0.0152899668409	0.112446306101	0.248276576758	0.161776958485
a31	0.0309547306009	0.0411480824773	0.05327716678	0.036327106926	0.0701902749545	0.0568804427582	0.0204701044629	0.010950501962	0.025902566608	0.022958747136	0.01347449765	0.0315717792951	0.25667608052	0.201981169254	0.127236725024
a6	0.104534533657	0.011392284917	0.0141652502513	0.0348603152592	0.0195877538055	0.0491639231126	0.0779624295945	0.0209708168965	0.0687807189454	0.0175422419653	0.00605201459253	0.0824598471789	0.0556413681	0.24024005592	0.19664644354
a31	0.0163559151602	0.020122429316	0.066202807068	0.01430659242	0.0341341007662	0.053327731372	0.0670730988065	0.0180282597	0.060525144878	0.02950964707	0.017067291542	0.10218428512	0.1051265304	0.13911477466	0.256921406574
a20	0.170015020467	0.00431826610411	0.0502785230667	0.021019376551	0.0125136984357	0.0264345560209	0.0667686760454	0.0200915970476	0.0831852319026	0.0187391138205	0.0053759817726	0.112183793259	0.01012167818	0.192473646534	0.20648086919
a41	0.0158792306802	0.0335828080317	0.074924734886	0.01047027326	0.0291583150002	0.043070337082	0.0608554663527	0.017337754198	0.072571666032	0.026220410628	0.015743159994	0.0683592744883	0.1166518184	0.1312403717	0.283934407256
a33	0.04511818542	0.0512780468998	0.0500602959982	0.007699282338	0.0113288633863	0.0165664697168	0.0350614568297	0.018736259368	0.039491807574	0.031059440256	0.007126571392	0.181525653264	0.08663538028	0.1398319927	0.278480291036
a31	0.029324133	0.0302689029837	0.0215488907066	0.008978838406	0.0060370139732	0.005834369256	0.00974774965086	0.008182839066	0.0188867644	0.0374315643	0.015426969146	0.184063273878	0.11048679554	0.20420203922	0.309579856152
a37	0.0400975523332	0.00603247557567	0.0140501843732	0.0179831670644	0.0168429397463	0.0178993050466	0.0905283942737	0.0658174803601	0.075825420217	0.0555275318879	0.0115230545001	0.147402645798	0.01332771484	0.19324264558	0.23389947966
a27	0.0479438117413	0.068144101781	0.12743636263	0.01354281161	0.021226207668	0.025312585712	0.03418382288	0.013672482038	0.0248868331	0.023395638696	0.007456038848	0.0259953307739	0.115449083712	0.04198475374	0.409370133874
a31	0.0864427919025	0.074287121741	0.10991717438	0.01639740534	0.020306402174	0.016608535748	0.020201394304	0.007987039948	0.01752756094	0.028446199138	0.003569786978	0.0611032515097	0.11626271773	0.07337726852	0.34756535026
a3	0.102611170777	0.0029033491157	0.0337734741721	0.0213987898055	0.020410383745	0.0438299611344	0.0482816591554	0.0281220798842	0.0359634100315	0.0115334002594	0.0136542037006	0.0871796653494	0.02066519002	0.207483394	0.3221898588
a8	0.0610503530428	0.0878993320229	0.09727987343	0.01139570521	0.019865108052	0.022532875656	0.027721834074	0.009073679966	0.02109397424	0.02280686607	0.0067182748574	0.00813978878789	0.130158119408	0.05332737016	0.4209368502
a38	0.08463346838	0.0896326191995	0.0608753566591	0.0112363651806	0.01025739116	0.0093822761	0.012989479434	0.01065357211	0.01913720314	0.031880333402	0.01380009691	0.0345435675961	0.06678823518	0.1090480564	0.435141966
a31	0.03871701488	0.0432714021855	0.032452427592	0.0133990802251	0.009382089558	0.00886179216	0.0157235366856	0.013077584086	0.0406924586	0.02906644972	0.01010260814	0.0326121680049	0.0897666968	0.10673066966	0.51614402576
a33	0.027824934768	0.0204601304856	0.0217858269276	0.016304040606	0.0158693627716	0.0112416196378	0.0408191985672	0.0296964099552	0.0247991384984	0.01174413733	0.014346588246	0.0729915436577	0.02109073292	0.22122017416	0.449806144
</S>	0.023482032754	0.0792424746116	0.0416683767948	0.0130434754716	0.010948086216	0.009013571712	0.016530967442	0.0118425647616	0.028604714506	0.029503126392	0.0133769113254	0.00631006891699	0.100178316096	0.0852967122	0.53095858904
