 	mi	sono	vestito	</S>
a39	0.530777243251	0.0737211385162	0.392610907845	0.00289073222565
a11	0.559111837654	0.03690258336	0.289467128885	0.114518460659
a13	0.555652320035	0.05678154465	0.343310461124	0.044255739563
a18	0.528080481125	0.066005397852	0.355797949972	0.0501161517518
a31	0.39577728029	0.062897124306	0.442427867564	0.0988977077271
a37	0.59082525323	0.02650322056	0.352687924606	0.0299836499964
a15	0.400310094323	0.093741137494	0.34369600094	0.16225277592
a31	0.18370593703	0.0590088910072	0.4263649352	0.3309202574
a46	0.145099135984	0.0451072058052	0.442727957	0.367065700614
a31	0.00936868751221	0.0397832576584	0.500302698	0.4505453834
a20	0.0540410477595	0.0706388074121	0.3204059138	0.554914226046
a31	0.0331350874445	0.173513369216	0.53492804508	0.2584235056
</S>	0.0222323831438	0.046138040126	0.361106885289	0.57052270184
