 	vuole	vuole	mangiato	caldo	</S>
a37	0.41349869747	0.0833246936508	0.0589998282	0.430409922585	0.013766868915
a31	0.1300145416	0.18306620706	0.29499781838	0.31931951156	0.072601910532
a41	0.0345731184127	0.189864148694	0.375532113462	0.396702464523	0.00332819389992
a31	0.25934230109	0.10716802616	0.264008661	0.355875788042	0.0136052215967
a11	0.236368951379	0.139225984655	0.248274441958	0.374781585958	0.00134907675921
a20	0.211203019327	0.02574176658	0.15311527164	0.59239726868	0.0175426860636
a31	0.0631529560942	0.0233012008056	0.089532651	0.734805618	0.08920761976
a18	0.0261074815016	0.018628740622	0.05787091232	0.835232364	0.062160477454
a31	0.0267155789888	0.0297208298193	0.053655289407	0.4286989376	0.461209368
a20	0.00780736580562	0.00903630636543	0.105958180768	0.534479021	0.34271912656
a21	0.0767591579236	0.112307962379	0.0752247947767	0.3124211756	0.42328689416
</S>	0.0333964282003	0.179599241553	0.0509577747531	0.2748181634	0.46122840196
