 	non	ha	che	li	aspettiamo	</S>
a46	0.0479072592818	0.337142131695	0.0139659750628	9.9060661308e-05	0.5999147504	0.000970813487493
a31	0.025594157544	0.193261111186	0.02116939618	0.136689062009	0.491830853012	0.131455400742
a15	0.0079008292092	0.197356796904	0.0147113329771	0.180397440875	0.594375773395	0.00525779379453
a31	0.064156680238	0.129905421756	0.082138759536	0.0415165220365	0.673364895262	0.00891774255704
a28	0.0903465148514	0.192089730823	0.254841987134	0.200901850994	0.2573434457	0.00447649332767
a20	0.3874692878	0.0233693901538	0.0967669764942	0.00792186532079	0.484276593754	0.00019586686952
a11	0.274859461384	0.104439872807	0.0062710894709	0.00371969206908	0.609106472876	0.0016033983266
a31	0.17172929134	0.0941877979579	0.0388349711744	0.015620026981	0.673949594	0.00567835580756
a11	0.208567238555	0.0486832276837	0.0511952504631	0.011318854162	0.606090058	0.0741453816992
a31	0.013503851759	0.0396070772708	0.0236290008584	0.035998086642	0.87981754	0.00744445562
a46	0.0054429550215	0.0134069080417	0.0136339540837	0.0195761521374	0.830621632	0.11731840559
a31	0.0140594506828	0.0123686273306	0.0391898451213	0.0735849985858	0.827552342	0.033244735452
a11	0.0139294169852	0.0110458757599	0.0116330289742	0.0303139652575	0.83460702	0.098470733148
a31	0.0335984332342	0.023967724281	0.0394128874666	0.08768892941	0.762065344	0.053266714992
a11	0.0232657451293	0.0308645105179	0.0109921459193	0.0326322090513	0.728639388	0.17360602372
a46	0.0507588571221	0.0273743899055	0.0402923000468	0.0904765382081	0.610018394	0.18107950512
</S>	0.0716983081972	0.0706844815432	0.0312202875988	0.13109664471	0.415791078	0.27950919252
