 	forse	stanno	ancora	svegli	</S>
a31	0.155813501165	0.297764462152	0.28802162434	0.23122532189	0.027175098197
a10	0.0968058108295	0.254079609612	0.24500805368	0.3287066323	0.0753998909829
a20	0.062985078696	0.42209099426	0.10409267828	0.36136284268	0.0494684439231
a31	0.14717269909	0.4165877074	0.199575333792	0.2150669132	0.0215973514302
a18	0.203844519853	0.186391255368	0.333868910234	0.2693866348	0.00650870622296
a31	0.208567474823	0.13375623657	0.28734031956	0.3015734192	0.068762537589
a35	0.0584718533681	0.0429909909589	0.42117513121	0.4389061428	0.038455864552
a31	0.0567790345202	0.160792723252	0.268407661768	0.37804392	0.13597667067
a10	0.11175044425	0.0660233611098	0.200302600554	0.411462974	0.21046061614
a20	0.063000286239	0.217137438131	0.066734940542	0.32595915488	0.32716820218
a29	0.163814730287	0.0689437909244	0.061554399254	0.354853971	0.3508330792
a20	0.078721433136	0.165248362442	0.0480365184964	0.34957287754	0.35842079966
a31	0.0833939779772	0.0999011992127	0.0502457219168	0.33926722317	0.4271918316
a28	0.0782402609265	0.0838724521998	0.0206819383532	0.335783748804	0.48142163
a8	0.0303445600874	0.222370324395	0.0774688058638	0.276151657426	0.39366464454
a21	0.0686629663141	0.143446680709	0.0817874359331	0.258778422564	0.44732446534
</S>	0.0590724286847	0.105386796468	0.0732768349132	0.288698645354	0.4735652868
