 	le	melanzane	vogliono	girate	</S>
a20	0.375563493192	0.01327669876	0.27437384406	0.2889607155	0.0478252722714
a31	0.154282592358	0.134652298757	0.18290747518	0.25986236866	0.268295277205
a39	0.0131580107844	0.200066420547	0.3661026364	0.19921609922	0.221456869214
a41	0.0723235694244	0.0012871383825	0.1170027674	0.53685096948	0.27253556687
a18	0.178942990132	0.0063876440396	0.059784641752	0.4379668865	0.316917802055
a28	0.0082133791352	0.00543766412	0.04200706934	0.58865892528	0.355682964086
a13	0.00630930522022	0.0141704212434	0.115953288833	0.510787447992	0.352779517216
a14	0.00908027562003	0.038577761315	0.149202587254	0.433853987892	0.36928542714
a39	0.00845080144002	0.0541758889857	0.217101574222	0.32558117102	0.394690558
a31	0.0255953797	0.117804984979	0.269267877474	0.1970313612	0.3903004058
a6	0.00309384501405	0.0284918792307	0.327484565734	0.21751081826	0.4234188814
a20	0.0690128184089	0.309071563632	0.142694878008	0.12991420122	0.34930654518
a31	0.108578682922	0.238389567	0.144545014183	0.159034661636	0.3494520768
a46	0.016887401062	0.135867306343	0.0981293513429	0.345974006156	0.403141908
a18	0.113154424718	0.288634838264	0.103898909995	0.146064643515	0.3482471804
a24	0.0724801730376	0.270106989348	0.0628927953657	0.215669111998	0.37885092
a31	0.0631146644201	0.229430091564	0.0510801144025	0.202405236424	0.4539699104
a17	0.100878013224	0.0755540356201	0.0458394812096	0.328249076691	0.4494793696
a11	0.0488652674973	0.343133020127	0.0423512847653	0.164923254689	0.4007271216
a20	0.122912935996	0.197702713894	0.0403699778092	0.212256460674	0.4267579108
a24	0.0597525756892	0.234799542153	0.042576209071	0.216333928809	0.4465377618
a31	0.11079242757	0.17659230273	0.0366555609592	0.169733837306	0.50622586694
a37	0.10483891172	0.0929027991	0.0671101120324	0.201016707006	0.5341314574
a31	0.0507191394817	0.353235593054	0.0288593698997	0.117232909715	0.4499529954
a20	0.125083865515	0.08592965838	0.0649567813057	0.153001192639	0.57102851
a31	0.0483464795337	0.377205028209	0.0244534603045	0.0824023566996	0.4675927098
</S>	0.125217639205	0.09717618002	0.0635940411258	0.141962742862	0.572049416
