 	sta	seduta	nel	giardino	</S>
a20	0.39242923289	0.174694720588	0.00732557619976	0.415170055905	0.0103804284499
a17	0.20152984132	0.21882951104	0.202230898608	0.33947905825	0.0379306651588
a20	0.194086002432	0.22082275042	0.23620465908	0.319424776735	0.0294618345967
a31	0.169676091902	0.240792078446	0.278877350907	0.277812089204	0.0328424384442
a17	0.160361192668	0.262561881404	0.333098976929	0.227794672259	0.0161832997698
a31	0.16743651245	0.271612838919	0.256930851704	0.251728289701	0.0522914571381
a46	0.0270637448428	0.274193860183	0.438739953337	0.240145164035	0.0198573017871
a31	0.048068882586	0.139399829949	0.249314714744	0.406394702951	0.156821891661
a20	0.034767352391	0.342902017564	0.103710982731	0.448987776949	0.0696318462534
a31	0.0500123128248	0.240281778542	0.198498091004	0.356562421743	0.154645426422
a20	0.0400692610896	0.339432815282	0.0405257993862	0.427307756856	0.152664380836
a18	0.0497456890718	0.237290368492	0.212892691412	0.254781687602	0.24528956691
a46	0.0210275177401	0.266020389775	0.196789980961	0.320221082408	0.195941067246
a20	0.0243816451261	0.247110266087	0.172172300262	0.29134286624	0.264992904172
a31	0.0147333765941	0.286581988702	0.1292466182	0.22541968456	0.344018343148
a18	0.067411398538	0.1583175866	0.195580076549	0.232283109762	0.3464078299
a31	0.0496832986647	0.194407476328	0.142131852574	0.4383520502	0.175425324216
a0	0.041569705538	0.1840710692	0.184411639866	0.20319598098	0.3867515764
a31	0.0431049025722	0.231245605753	0.117865256996	0.42675218	0.181032077236
a8	0.0533886563737	0.19638703512	0.152559408166	0.21955224636	0.3781126422
a31	0.0278888611853	0.254390915985	0.104299629588	0.423363292	0.19005730358
a18	0.0644902682211	0.2097633195	0.132494801778	0.22473584844	0.3685157514
a31	0.025460547837	0.250867964791	0.106199454274	0.409384117	0.20808794026
a17	0.0812345746017	0.22412220686	0.097886535694	0.21340817756	0.3833485184
</S>	0.0201285655259	0.246705825353	0.098054277908	0.398990394	0.23612093308
