 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
a8	0.0656402744352	0.175509368092	0.0160472876976	0.0831371297771	0.0461635592672	0.22154002862	0.309277097306	0.068491396692	0.0141938778379
a20	0.0075204302	0.152166110195	0.05353743882	0.200081653476	0.0173616338231	0.224651004832	0.0506403573552	0.227001895869	0.0670394907048
a31	0.022165189977	0.169539872122	0.0291588332	0.304951708483	0.040819174123	0.182479759692	0.0410132482062	0.178256072785	0.0316161830898
a8	0.0458825611034	0.128423143271	0.0155721647184	0.259353770266	0.0132579123003	0.028805761064	0.11309110869	0.329495501236	0.0661180857637
a20	0.348867484193	0.0157058795019	0.00519419587	0.208962634212	0.015113055806	0.075165391106	0.010213682874	0.243991475956	0.0767862200215
a31	0.273380665337	0.0333283380313	0.0035642802092	0.202530961048	0.087203023821	0.0752862449598	0.0056062716583	0.23474254817	0.0843576936707
a24	0.240604483798	0.0553591082948	0.0201092120355	0.191866565167	0.00971690776669	0.0361734004344	0.04069983916	0.320176173744	0.0852943428125
a46	0.227815698416	0.015950037676	0.00281617107393	0.199732332213	0.140460478542	0.0127465430516	0.00408504903438	0.268876009085	0.127517667198
a10	0.168827741473	0.00742830407171	0.00212250186919	0.166129511662	0.201726074266	0.016147187104	0.01553495542	0.265530776	0.156552925918
a8	0.0359040107766	0.00948133686411	0.00245532330682	0.196948726398	0.083903484222	0.048060915607	0.05661880768	0.427790221452	0.138837184004
a31	0.0664690491563	0.035500670023	0.00938925155619	0.061899064114	0.07838094752	0.125088316868	0.1381226972	0.3530206394	0.13212934659
a46	0.0574849979377	0.0234033804441	0.025108884276	0.0976510198227	0.076030783755	0.177439460778	0.10977381566	0.3303740418	0.102733594775
a3	0.0645482965678	0.0474009030018	0.0152678596475	0.06694908687	0.075940698594	0.181193292521	0.095739051896	0.3039853514	0.14897546772
a18	0.0678466976624	0.117815652134	0.0355244038969	0.082675965856	0.0431699232092	0.089690570837	0.0916096762708	0.2982724378	0.173394663233
a31	0.053421231528	0.103029018811	0.0332280580317	0.024760531306	0.0679757083441	0.118186558522	0.10992815369	0.3360534986	0.1534172479
a10	0.034194096481	0.0824094332953	0.0473046691633	0.043029894876	0.0691306237238	0.12379346593	0.051258868156	0.338573665	0.210305248948
a20	0.0837434432551	0.099713757919	0.0364303716469	0.0764011268986	0.061449033954	0.107493873934	0.078238246812	0.3569719994	0.09955814108
a35	0.0588616575341	0.152471644985	0.0519350489603	0.0204282701146	0.0379296003392	0.0922550732314	0.11181163738	0.301710204	0.17259689288
a8	0.033446605614	0.105617496326	0.0591020835316	0.0545926314624	0.050654679676	0.114340110405	0.096150758308	0.3253214787	0.16077411924
a31	0.0227301249877	0.0696036599622	0.0562718885522	0.0280240917812	0.0552903048087	0.115017738148	0.12218306986	0.380994141	0.1498850008
a24	0.0859434750742	0.141023971311	0.0494977387711	0.0220019573143	0.0907635773673	0.026090254094	0.026908406766	0.296567951	0.2612026685
a8	0.0945965534266	0.0994984606444	0.0354876178782	0.0452333737581	0.0245853907195	0.0826107631233	0.121244122943	0.1840932654	0.312650469
a0	0.0346047399057	0.110203095673	0.0750740665051	0.0224402180156	0.0308087708937	0.080201967233	0.08058372888	0.2926195614	0.2734638802
a31	0.0408222289253	0.14002417679	0.0474188456766	0.021236412773	0.0323473060382	0.059830580446	0.08951934177	0.3771556876	0.191645426
a18	0.0616902566616	0.0982919271475	0.0471923816019	0.00536047179376	0.029621058853	0.027598931392	0.019183037432	0.2686745012	0.4423874412
a31	0.0810497863859	0.0677188864966	0.0444031900976	0.0283148112324	0.0136784787865	0.102051128859	0.113562975104	0.3231618022	0.2260589528
a17	0.119435520062	0.100520896667	0.0250046532475	0.008971233922	0.010166460024	0.017000249326	0.015318751534	0.2618498384	0.44173240408
a8	0.0864698909264	0.0940427664741	0.0484883313536	0.0382300901037	0.0097505999434	0.0737429698931	0.096259081873	0.277569088	0.2754471702
a31	0.0160450138607	0.143797343183	0.051101615387	0.017446585001	0.00920351283771	0.04031769075	0.058225533908	0.288809548	0.3750531498
</S>	0.0861908954723	0.0459097447132	0.0384758466526	0.0169491492099	0.0601698141625	0.016856469434	0.02363661236	0.2781170152	0.4336944638
