 	che	non	li	aspetiamo	</S>
a20	0.389685025772	0.0111651361706	0.00429453950596	0.138875791366	0.455979493211
a8	0.0662149180169	0.153909179904	0.13946495158	0.22673825774	0.41367269264
a7	0.215709444324	0.170172393122	0.0210395469668	0.200418014235	0.392660596471
a35	0.204009370014	0.179253970628	0.0306040247618	0.097158018746	0.488974566904
a46	0.225086664491	0.167675991591	0.0186849145128	0.181823702746	0.406728742785
a31	0.289437191141	0.110321736588	0.197924128344	0.00166213481976	0.400654814991
a11	0.289560416591	0.0852714877452	0.0089584734438	0.0174555223669	0.59875410268
a31	0.124318433662	0.0954742458969	0.195950527059	0.0956149057426	0.4886418668
a0	0.16970654502	0.107940358151	0.0243675497341	0.0205606665757	0.6774248786
a31	0.0477254201293	0.0714112643319	0.141805221892	0.198825617816	0.540232498
a30	0.0174007509082	0.0256262223427	0.032172027269	0.291002729248	0.633798306
a0	0.0987484662316	0.0833217874505	0.141617011529	0.203128157298	0.4731846145
a31	0.0636924243998	0.150498018542	0.036035273985	0.205808745945	0.54396554478
</S>	0.0316495472293	0.108067140688	0.07359030209	0.171727888317	0.6149650814
