 	il	morto	lo	piangono	lo	piangono	tutti	i	familiari	</S>
a8	0.0088903122817	0.334160454233	0.0154482766868	0.142997231136	0.034212226718	0.026044385076	0.0306236382977	0.248159559123	0.0512755593027	0.108188344182
a31	0.0244906161686	0.160795263344	0.0764137295758	0.156460484687	0.028656853584	0.0907341352379	0.206405913401	0.152474982184	0.0930400185263	0.0105279639737
a39	0.0020155671396	0.195737302555	0.0176451067345	0.0491256001197	0.0504212736422	0.0526754498565	0.273991186634	0.186085763983	0.0630016846663	0.109301064406
a31	0.119846761715	0.163803978889	0.0426767866978	0.0334569743242	0.032840171758	0.00669567424508	0.366904499889	0.0698381590773	0.0512414782802	0.11269548322
a27	0.0113426069165	0.200567738057	0.0114851559829	0.0227907588124	0.0199198161437	0.127865192287	0.185918169421	0.239505286675	0.0454308958	0.135174356569
a11	0.27976110882	0.0568521312357	0.0409008955174	0.033506643612	0.019736711352	0.00537223636996	0.169667015321	0.223724011388	0.0470015314	0.123477777591
a37	0.215191728436	0.0197755621033	0.0766365690984	0.052318610728	0.021606222208	0.0171615671923	0.218359292289	0.250584238166	0.0336129046801	0.0947532869305
a31	0.206669045698	0.120359212762	0.068918801117	0.04834873004	0.01688186982	0.040796468998	0.133402439362	0.247762301817	0.0437122604016	0.0731488562113
a3	0.201788847312	0.155288540891	0.0344649377746	0.0232200814299	0.00672591973918	0.016330766936	0.160507385759	0.169660050471	0.0907969224202	0.14121652182
a20	0.169978948	0.123689105373	0.102321067144	0.04056484354	0.064818788788	0.027557249074	0.0224032863543	0.102995451412	0.152256038189	0.193415229131
a31	0.18411584484	0.0762455095622	0.0405838622008	0.01761643424	0.02154466006	0.100729582962	0.0434384138782	0.165015101459	0.206587321515	0.14412330343
a11	0.143262832715	0.109514443669	0.0692006025995	0.0861353421447	0.0736717342622	0.0713799635935	0.0137752522828	0.142718543226	0.157378743506	0.132962572582
a31	0.128094668	0.0707054368123	0.113869958727	0.04313406628	0.07002048586	0.0738666478	0.0327725083963	0.0788075771212	0.195941288209	0.192787386861
a29	0.048907172345	0.0833308327596	0.0584254006329	0.11483166511	0.0582917614982	0.0945438133101	0.0208308098977	0.127610640079	0.242414453264	0.150813442156
a39	0.1217669802	0.0681641654378	0.121421049898	0.046437060948	0.08098269218	0.081851926488	0.026670921757	0.06247758407	0.192369217565	0.197858433692
a21	0.1612423496	0.0480399522203	0.076164945473	0.0408308095	0.043827832728	0.12061053564	0.0297081999467	0.0558207792792	0.182502144787	0.241252442058
a31	0.15967686494	0.15229786474	0.063773645313	0.02900231354	0.02481656512	0.04354362302	0.0154143266374	0.079294883098	0.180987413021	0.251192506886
a37	0.0265891631032	0.308549430599	0.075934586046	0.0465162024619	0.0242825348378	0.0612242400464	0.0060753961568	0.117398648462	0.0856501776839	0.247779603369
a31	0.1146670474	0.096597242666	0.102478977584	0.05905668978	0.06046776278	0.086545353812	0.03185240695	0.03314505018	0.176814474106	0.238374995748
a7	0.0191171501284	0.0849665504959	0.125935357924	0.13123832437	0.0564220852174	0.0382831989662	0.0153052442092	0.09980914247	0.122010767457	0.30691214934
a31	0.08531252506	0.11248957647	0.117276519796	0.06834289006	0.073170784688	0.092438081484	0.022396422898	0.03040371766	0.154215422006	0.24395407216
a23	0.041458951316	0.0565416483328	0.157037305792	0.13503658972	0.0270981196594	0.0377174318591	0.0272234139406	0.09907163532	0.0920972981556	0.32671756922
a13	0.08914367859	0.125584556343	0.0469120146708	0.03123526892	0.051672185434	0.04131310766	0.0130338199168	0.03977749336	0.203514936012	0.35781294026
a3	0.09495649066	0.10735549677	0.0509152648571	0.028935431228	0.045228168376	0.04073389712	0.015350145148	0.0447647595	0.109177323994	0.46258305754
a20	0.1421251653	0.11139526636	0.104259514909	0.0304980777248	0.039266448414	0.02493695315	0.012325032388	0.03788404012	0.111608827576	0.385700654912
a31	0.1347592982	0.125498448	0.112784451207	0.029917307784	0.02954399292	0.01258921068	0.01049969884	0.04313656844	0.183234522563	0.318036518594
a46	0.0360617270752	0.127062686385	0.123750134829	0.0863886174052	0.0571547727568	0.0279003296156	0.025695641338	0.103630886848	0.0488969783286	0.3634582406
a31	0.09627488694	0.125670299418	0.0309238268944	0.01896229092	0.029269734856	0.026582233233	0.019336459146	0.04854363742	0.24296658056	0.36147005694
a17	0.085188339956	0.0974294183176	0.0874782810888	0.0753410036732	0.0482274696935	0.037839842715	0.041930529888	0.08203148363	0.064879366998	0.3796542398
a31	0.142876165664	0.0911395576171	0.0529604124435	0.024757802788	0.050644373868	0.0362158897494	0.0233679566644	0.05494049207	0.13290931224	0.39018805788
a20	0.118671815842	0.0394968539751	0.100380156632	0.0750009100906	0.0560543710895	0.0498278433643	0.038526234911	0.073937799352	0.05870984674	0.3893941496
a8	0.10545945206	0.0868274865473	0.0421884953459	0.0246343103932	0.0497111481592	0.0395838361463	0.0242399867817	0.052174555664	0.143096005	0.43208471136
a31	0.08094508747	0.0467309526287	0.0488395858471	0.031304891875	0.051714266297	0.086883899487	0.0236390200567	0.09234735544	0.0889635331	0.4486314512
a10	0.04443142794	0.0755660441298	0.0909580259769	0.0763639500734	0.111845296754	0.052561116835	0.038852261238	0.07378108866	0.056275535246	0.379365262
a11	0.203601882293	0.086556784112	0.0658880380515	0.0276965979496	0.0605357559156	0.0428028584668	0.018767307815	0.043504092064	0.09171023756	0.3589364334
a37	0.18541156538	0.0940765478986	0.0975262345344	0.023369749788	0.046800180134	0.0625979344386	0.0146213515611	0.04371906302	0.066730897012	0.36514646134
a29	0.15490504222	0.10072985651	0.108494923798	0.0273683343134	0.041303279146	0.028732942751	0.0069908757116	0.05116494888	0.112798353732	0.36751146666
a24	0.1621849702	0.103687821342	0.103009700964	0.026821689105	0.034484371836	0.01823404145	0.0061774587976	0.0549108258	0.1401499593	0.3503391656
a6	0.16212544948	0.111516252337	0.102411633614	0.0193120397436	0.0313177176228	0.0101036214592	0.0034413647832	0.0530493328	0.1069727501	0.39974982338
a8	0.13081939298	0.06682913247	0.115160080669	0.0381892227484	0.030215681146	0.024418068112	0.006681430092	0.0508880606	0.133809134804	0.4029898318
a31	0.07032671192	0.0440891051064	0.0724324052442	0.0398883830598	0.033658115246	0.035948730208	0.014100246516	0.09176304666	0.1331708028	0.46462241
a0	0.06158913734	0.223542786359	0.0701696871594	0.0451818091702	0.0406435306536	0.023632640238	0.045670918508	0.0501727648	0.07580381882	0.3635929232
a37	0.192377309635	0.0589249711553	0.072490834991	0.0261604279208	0.0461086409169	0.0225176006182	0.0131689918798	0.077599788828	0.102086442	0.3885649922
