 	possono	essere	ancora	svegli	</S>
a31	0.274596989508	0.287785980574	0.20086495792	0.23230279664	0.00444929100803
a20	0.5205775581	0.0485179011745	0.31179652658	0.112747263276	0.00636075634538
a23	0.42103967914	0.0082966804604	0.0142970347995	0.371417357067	0.184949296041
a31	0.21356813922	0.052298884638	0.149428700571	0.422429071955	0.162275223332
a20	0.540621484949	0.0615735005731	0.239487165493	0.150732725642	0.00758512867396
a11	0.51934550228	0.032499371938	0.138625898564	0.20884945278	0.10067979263
a20	0.469016343234	0.031319930118	0.166954920838	0.22163198826	0.111076815858
a31	0.306118287623	0.03333510734	0.20993843556	0.265119162	0.18548902628
a37	0.411883059258	0.108598601593	0.250204948998	0.116662717209	0.11265068338
a31	0.0738376305156	0.0764939949628	0.26326505344	0.4661053248	0.12029800948
a11	0.305804920964	0.125914503092	0.17279446828	0.1763846706	0.21910141106
a46	0.0739652278434	0.11914011886	0.1989249766	0.505678935912	0.102290767268
a31	0.0211887227023	0.119315655808	0.26053005708	0.5118778252	0.08708773
a46	0.192859881229	0.104359956034	0.04805172196	0.2880248281	0.366703606
a31	0.0115147914386	0.2115689706	0.14448511916	0.5281531668	0.10427798214
a20	0.171068073352	0.0943658811778	0.034773934	0.347408114	0.352384054
a28	0.00219046959844	0.30134583932	0.0654756746	0.41793646324	0.2130515808
</S>	0.00305598734595	0.296878714649	0.074633247264	0.3776638846	0.24776817108
