 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.148291022088	0.269371279853	0.000387307969793	0.0009682483974	0.00350556960425	0.0224330652667	0.23485698773	0.319932543574	0.000254043369586
a13	0.178085262886	0.288929581	0.016995992114	0.101227084327	0.0234684722877	0.0396150815597	0.049569840395	0.260802170305	0.0413065036578
a0	0.25585193007	0.226508325544	0.107065162004	0.021636061645	0.042991895748	0.0303606277567	0.0169147307859	0.26443571894	0.0342355324292
a31	0.233229386812	0.0236277630932	0.1959537672	0.145606534972	0.0478497532925	0.0215862072915	0.0305722842385	0.271613394359	0.0299609062229
a18	0.182242968136	0.0288405379727	0.184607009603	0.108420429172	0.0530118204921	0.037200360959	0.0577833542861	0.338917754092	0.00897571811372
a31	0.30544539157	0.00317674889586	0.173865126828	0.0381931659679	0.0480841001666	0.024371045467	0.0320789649083	0.359853637713	0.0149318597349
a28	0.311258819209	0.148588009321	0.0486006945219	0.00991726095885	0.0055410906295	0.00758351815799	0.0742902684074	0.386493309433	0.00772703814315
a20	0.266796780161	0.00240937336448	0.180927235132	0.0224205450422	0.0294386341852	0.0142404082384	0.0543849897525	0.39306840686	0.036313628864
a31	0.260976483295	0.0051502989062	0.132379997496	0.0421909938238	0.06433477752	0.0122619805802	0.040971302016	0.385083577056	0.0566505903657
a7	0.336392479943	0.1557241988	0.0433230890416	0.0108703234828	0.0348174645905	0.02735385513	0.0684834251158	0.290932741684	0.0321023997729
a38	0.208413522522	0.0381919330769	0.16757050735	0.0448033021382	0.084347577994	0.045345235055	0.0816735350617	0.29630105702	0.0333533585538
a24	0.171059746533	0.0334375048687	0.109284712663	0.0484483521206	0.03368626946	0.0362938361508	0.131869050192	0.328788226	0.107132280024
a46	0.211662554597	0.0404732956271	0.181374888506	0.029837050033	0.025533268365	0.025014751816	0.0562429219278	0.28272515074	0.147136146235
a31	0.198496541404	0.0235014393613	0.0215143057221	0.0268725514302	0.019940001878	0.045073588876	0.070918669472	0.4441904526	0.149492431446
a38	0.197236781558	0.199764988331	0.0181923525201	0.0238602105382	0.105287224912	0.0389864552672	0.0229493915288	0.33617630082	0.0575462842406
a31	0.218413873878	0.0591036528846	0.106835609539	0.0581067840832	0.05013295209	0.030885148746	0.081023299044	0.3080181138	0.08748055404
a13	0.0452308846794	0.208225202022	0.0280593502877	0.0244281581592	0.08242174842	0.06383940721	0.028579588789	0.41736881346	0.10184688573
a31	0.13990357968	0.0701622309246	0.183940203128	0.0457745356838	0.0194142419054	0.0280524047444	0.069338518152	0.3559081322	0.087506168252
a8	0.00925121242227	0.153666557712	0.0575048412514	0.0163801757759	0.04256286256	0.02618696532	0.0286185619126	0.4853022438	0.180526568276
a20	0.110622040163	0.0544051962761	0.121320134056	0.0486230744066	0.0200712893317	0.0345960028534	0.066178294437	0.4460373638	0.09814659376
a31	0.0339474306522	0.173937611517	0.0717566234388	0.0287579177203	0.0198396354446	0.0239105570036	0.070361325366	0.4696830704	0.1078058476
a15	0.0179210464792	0.199892221574	0.00794003367395	0.0288978314628	0.0952932046448	0.01858283782	0.02147626926	0.3819700954	0.22802642562
a31	0.124300363472	0.0557197648315	0.132626377441	0.0512167902249	0.0282896277321	0.0601434951902	0.047194946686	0.3627726864	0.13773594388
a20	0.00662344866251	0.109334706221	0.0919414502881	0.0121822017963	0.033613765864	0.00999997794	0.0186824804472	0.463205622	0.2544163605
a39	0.134515308894	0.0469871539168	0.161375433045	0.0411075163511	0.0166091818642	0.0585032755652	0.034305227746	0.3517406764	0.15485628124
a31	0.0376525458237	0.0924600206644	0.0865196210409	0.0282029271493	0.0147457366571	0.0334399023031	0.0477398859	0.511438858	0.1478005342
a8	0.0139392497997	0.0977793221401	0.0411568796902	0.0180558456941	0.04356580111	0.01745708834	0.01312696268	0.430782448	0.324136426
a31	0.057998196785	0.0329474817506	0.128502727913	0.0305553070118	0.0142206667359	0.0677370321004	0.05346865534	0.4333897326	0.181180219
a37	0.0161182190207	0.0989758100572	0.0549623994786	0.00622213551048	0.0145603975846	0.008854847134	0.00980669798	0.427560782	0.36293871528
a20	0.162367809235	0.040816414056	0.181848349183	0.0324168064688	0.0140243670281	0.0314356204194	0.029688395088	0.2976742338	0.20972800866
a8	0.0501358709003	0.0475682742204	0.0796251272991	0.0278930289688	0.0140344241528	0.0439374869462	0.04087994026	0.481595412	0.21433041
a20	0.0245346553222	0.171518764824	0.0774530819475	0.022823586173	0.0167141371509	0.0171794443949	0.0531158909	0.4403291634	0.1763312928
a31	0.0343916799262	0.104448280854	0.0488915954623	0.0182300927901	0.0169910893628	0.0218780263811	0.032069262436	0.5175337912	0.205566176
</S>	0.0326887118812	0.04281972473	0.0112598174067	0.00490316583675	0.0093288625984	0.025165108308	0.00768146934	0.474222226	0.3919309096
