 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a43	0.111449847757	0.227212676146	0.0337776529119	0.007586065152	0.0231952015962	0.0912671511761	0.0313796353328	0.0249661784901	0.0857945307889	0.354439572293	0.00893152395664
a20	0.26437302151	0.0992555877079	0.0297591215854	0.122477084661	0.0265512640749	0.00579289385	0.235138591171	0.0138827828834	0.0154726861487	0.181498100589	0.005798886052
a31	0.110358229832	0.123476081131	0.0145837740874	0.272179188809	0.0615650249405	0.0191334250486	0.193239092106	0.00164627916607	0.0153512768297	0.185371314731	0.00309635454222
a39	0.0651984644132	0.1274072823	0.0160703058921	0.12772159088	0.0729870724642	0.0403627254148	0.251600432054	0.006503232361	0.0344908969789	0.253550221999	0.0041078057264
a31	0.160187171289	0.0464799207364	0.0356055429643	0.221690584397	0.00986758648886	0.0156280340096	0.20622134071	0.0178289458095	0.0646072419374	0.207344715637	0.0145389715946
a46	0.105833345612	0.0950532627513	0.00952202576451	0.135295224301	0.022025328235	0.0194087866276	0.0558724122254	0.0128448113815	0.161353269248	0.381025454866	0.00176607386169
a37	0.221551040856	0.00863695563894	0.0258347339352	0.0511547186327	0.0146900799492	0.0345233618629	0.192184408394	0.0593402196989	0.145359847577	0.230137281839	0.0165874206166
a31	0.221098468901	0.00476036783511	0.0194970179588	0.186373369078	0.0272763583837	0.0776230500551	0.0599380155463	0.0417709054628	0.117674650872	0.228783111309	0.0152046902288
a13	0.345568938996	0.0148173984796	0.00715083974564	0.0634359021502	0.0873453728516	0.0517091399469	0.0189678301314	0.00987726523318	0.0557092336476	0.339850644449	0.00556748029428
a11	0.160204022481	0.0426799467896	0.0140983557619	0.04766968923	0.041014010671	0.0965535625932	0.189314799767	0.0132497251799	0.0687471483759	0.287470545651	0.0389981745221
a31	0.141689939041	0.0648252601852	0.0113715749742	0.055765510658	0.0299883642046	0.0564730062544	0.183457656306	0.0176820734448	0.0725526407864	0.323678670324	0.0425153072342
a20	0.183762472913	0.0324046491153	0.00826051640962	0.0523868012808	0.094361462223	0.107708554131	0.120762794292	0.00260929578492	0.012408186192	0.361629450548	0.0237057851019
