 	dovevo	comprare	pane	ogni	giorno	</S>
a8	0.201758196299	0.17049180789	0.23228585434	0.0646519383572	0.219305356684	0.111506858018
a31	0.019126846	0.1718336178	0.0792236772	0.070704965404	0.434283014992	0.224827871337
a24	0.0965635076289	0.132999564111	0.140013030672	0.29044621892	0.288273526392	0.0517041240942
a37	0.316860208861	0.0248065608924	0.199525753886	0.126116269919	0.244055067717	0.0886361365248
a14	0.210097931796	0.004910272102	0.192870968015	0.186163531277	0.196354898163	0.209602346948
a29	0.251543236536	0.0104262053067	0.152818280996	0.0596337476911	0.307895346425	0.217683163207
a0	0.461409184207	0.00995787026924	0.0973252327302	0.0205215413214	0.112904208915	0.297881943057
a29	0.423984378039	0.0650006721891	0.041159445417	0.046455583551	0.0978838777924	0.325516005835
a20	0.404153909136	0.0200999091454	0.127506221728	0.0226747610764	0.10542443381	0.320140753942
a31	0.304602785485	0.16389446472	0.0097844551651	0.05762099602	0.15605627264	0.308041035571
a24	0.33254746355	0.0577984639696	0.156308199531	0.0188269350164	0.159022487892	0.275496463388
a46	0.193253857863	0.0797887510961	0.0366584397805	0.0627263339422	0.2662924896	0.3612801338
a31	0.0425437008483	0.0755214533138	0.0338591609518	0.126221957808	0.399552014	0.3223017389
a0	0.233445723738	0.148645489069	0.0201451296228	0.017096093922	0.143757146	0.43691043466
a20	0.0826990613004	0.0473587110206	0.04313165867	0.145524583655	0.3074151274	0.37387085034
a31	0.0438291317898	0.12775625015	0.0154855352975	0.0583368883826	0.3493860676	0.4052061592
a46	0.0541819181538	0.195548936619	0.0066490531552	0.039892631839	0.24791243682	0.455814986
</S>	0.0615114089336	0.0886436509541	0.0500552358437	0.0967735408553	0.303224698	0.3997914682
